ward,year,category,location,cost
21,2017,Curb & Gutter,515 W 97TH ST,8936.57
21,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
21,2017,Sidewalk,8234 S LOOMIS BLVD,23133.54
21,2017,Sidewalk,9055 S CARPENTER ST,5226.45
21,2017,Sidewalk,9038 S CARPENTER ST,7632.6
21,2017,Sidewalk,8359 S ELIZABETH ST,28790.6
21,2017,Sidewalk,8145 S PEORIA ST,3024.6
21,2017,Sidewalk,503 W 81ST PL:510-511 W 81ST PL,20522.14
21,2017,Sidewalk,1008 W 89TH ST,21561.9
21,2017,Sidewalk,9701 S HARVARD AVE,1301.92
21,2017,Sidewalk,8541 S BISHOP ST,6464.59
21,2017,Sidewalk,S PAULINA ST & W 92ND ST,5820.91
21,2017,Sidewalk,8152 S LAFLIN ST,3895.17
21,2017,Sidewalk,8613 S WOOD ST,6786.45
21,2017,Sidewalk,8801 S HERMITAGE AVE,35037.97
21,2017,Sidewalk,8152 S ELIZABETH ST,4506.93
21,2017,Sidewalk,9604 S LOWE AVE,7688.92
21,2017,Sidewalk,518 W 88TH ST,6558.13
21,2017,Sidewalk,8746 S EMERALD AVE,5166.63
21,2017,Sidewalk,9130 S VINCENNES AVE,53869.27
21,2017,Street Cul-de-Sac,S PARNELL AVE & W 85TH ST,8663.43
21,2017,Street Light Upgrade,9021 S ELIZABETH ST,500.0
21,2017,Street Light Upgrade,9216 S LOOMIS ST ON W 97TH ST FROM S WENTWORTH AVE (200 W) TO S EMERALD AVE,500.0
21,2017,Street Resurfacing,ON S LOWE AVE FROM W 86TH ST (8600 S) TO W 87TH ST N,41045.74
21,2017,Street Resurfacing,ON S BISHOP ST FROM W 87TH ST (8700 S) TO W 88TH ST,45720.68
21,2017,Street Resurfacing,ON S SANGAMON ST FROM W 92ND ST (9200 S) TO W 93RD ST,80145.8
21,2017,Street Resurfacing,ON S PRINCETON AVE FROM W 98TH ST (9800 S) TO W 98TH PL,32981.24
21,2017,Street Resurfacing,ON S MORGAN ST FROM W 96TH ST (9600 S) TO W 97TH ST,61094.21
21,2017,Street Resurfacing,ON S LAFLIN ST FROM W 94TH ST (9400 S) TO W 95TH ST,54399.99
21,2017,Street Resurfacing,ON S ABERDEEN ST FROM W 82ND ST (8200 S) TO W 83RD ST,40061.81
21,2017,Street Resurfacing,ON S BISHOP ST FROM W 92ND ST (9200 S) TO W 93RD ST,68077.76
21,2017,Street Resurfacing,ON S WALLACE ST FROM W 94TH ST (9400 S) TO W 95TH ST,3846.1
21,2017,Street Resurfacing,ON S LAFLIN ST FROM W 91ST ST (9100 S) TO W 92ND ST,50628.37
21,2017,Street Resurfacing,ON S JUSTINE ST FROM W 86TH ST (8600 S) TO W 87TH ST,45443.35
21,2017,Street Speed Hump,8000 S HERMITAGE AVE,3700.0
21,2017,Street Speed Hump,ON S ADA ST FROM W 94TH ST (9400 S) TO W 95TH ST,3700.0
21,2017,Street Speed Hump,ON W 81ST ST FROM S NORMAL AVE (500 W) TO S WALLACE ST,1850.0
21,2017,Street Speed Hump,ON S JUSTINE ST FROM W 91ST ST (9100 S) TO W 92ND ST,3700.0
21,2017,Street Speed Hump,ON S PRINCETON AVE FROM W 88TH ST (8800 S) TO W 89TH ST,3700.0
21,2017,Street Speed Hump,9100 S UNION AVE,3700.0
21,2017,Viaduct Improvement,S VINCENNES AVE & W 87TH ST,5562.2
