ward,year,category,location,cost
8,2012,Sidewalk,ON S KIMBARK AVE FROM S KENWOOD AV (8414 S) TO E 85,9104.0
8,2012,Sidewalk,ON S LUELLA AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S),1973.0
8,2012,Street Bump Outs,ON S CREGIER AVE FROM E 91 ST (9100 S) TO E 92 ST (9200 S),15188.0
8,2012,Street Resurfacing,ON S BENNETT AVE FROM E 88 ST (8800 S) TO E 89 ST (8900,70500.0
8,2012,Street Resurfacing,ON E 88TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY,15659.0
8,2012,Street Speed Hump,ON S CORNELL AVE FROM E 89 ST (8900 S) TO E 90 ST (9000,3700.0
8,2012,Street Speed Hump,ON S DORCHESTER AVE FROM E 84 ST (8400 S) TO E 85 ST,3700.0
8,2012,Street Light Residential,ON 85 FROM Dead End (1269 E) TO S AVALON AV (1272 E),6761.0
8,2012,Street Light Residential,ON CLYDE FROM E 79 ST (7900 S) TO E 81 ST (8100 S),128000.0
8,2012,Street Light Residential,ON CRANDON FROM E 83 ST (8300 S) TO E 85 ST (8500 S),128000.0
8,2012,Street Light Residential,ON UNIVERSITY FROM E 95 ST (9500 S) TO E 97 ST (9700 S),128000.0
8,2012,Street Light Residential,ON DANTE FROM E 79 ST (7900 S) TO E 81 ST (8100 S),128000.0
8,2012,Street Light Residential,ON INGLESIDE FROM E 97 ST (9700 S) TO E 99 ST (9900 S),128000.0
8,2012,Street Light Residential,ON AVALON FROM E 85 ST (8500 S) TO E 87 ST (8700 S),128000.0
8,2012,Street Light Upgrade,8836 S EUCLID AVE,350.0
8,2012,Street Light Upgrade,837 E 88TH PL,350.0
8,2012,Street Light Upgrade,1837 E 90TH ST,350.0
9,2012,Alley Speed Hump,S PARNELL AVE & S NORMAL & E 99TH ST & E 100TH ST,700.0
9,2012,Bollard,ON S LAFAYETTE AVE FROM 10234 S TO W 102 ST (10200 S),630.0
9,2012,Bollard,ON S PRAIRIE AVE FROM 10714 S TO E 107 ST (10700 S),630.0
9,2012,Curb & Gutter,ON S LAFAYETTE AVE FROM W 100 ST (10000 S) TO W 101 ST,79707.0
9,2012,Curb & Gutter,ON E 122ND PL FROM S STATE ST (0 E) TO S MICHIGAN AV,93931.0
9,2012,Curb & Gutter,ON S INDIANA AVE FROM E 116 ST (11638 S) TO E 117 ST,137919.0
9,2012,Curb & Gutter,ON E 93RD ST FROM DR. MARTIN LUTHER KING JR. DR (400,99235.0
9,2012,Curb & Gutter,ON E 99TH PL FROM S STATE ST (0 E) TO Dead End (50 E),48865.0
9,2012,Guardrail,ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E),1471.0
9,2012,Sidewalk,ON S PRAIRIE AVE FROM E 101 ST (10100 S) TO E 102 ST,23421.0
9,2012,Sidewalk,ON E 119TH PL FROM S STATE ST (0 E) TO S MICHIGAN AV,55284.0
9,2012,Sidewalk,ON S EBERHART AVE FROM E 104 ST (10400 S) TO E 105 ST,109555.0
9,2012,Sidewalk,ON E 101ST PL FROM S ST LAWRENCE AV (600 E) TO S,3377.0
9,2012,Sidewalk,ON S PARNELL AVE FROM W 102 ST (10200 S) TO W 103 ST,89121.0
9,2012,Sidewalk,ON S WENTWORTH AVE FROM W 122 ST (12200 S) TO W 123,3427.0
9,2012,Street Resurfacing,ON W BRAYTON ST FROM W 126 PL (120 W) TO S,16046.0
9,2012,Street Resurfacing,ON S UNION AVE FROM W 127 ST (12700 S) TO W 129 PL,164345.0
9,2012,Street Resurfacing,ON E 133RD ST FROM S RIVERDALE AV (560 E) TO S ST,39039.0
9,2012,Street Resurfacing,ON S FORRESTVILLE AVE FROM E 132 ST (13200 S) TO E 132,11298.0
9,2012,Street Resurfacing,ON E 122ND ST FROM S MICHIGAN AV (100 E) TO S,35254.0
9,2012,Street Resurfacing,ON S LOWE AVE FROM W 128 PL (12832 S) TO W 129 PL (12930,48991.0
9,2012,Street Resurfacing,ON S NORMAL AVE FROM W 128 PL (12832 S) TO W 129 PL,49963.0
9,2012,Street Resurfacing,ON S CORLISS AVE FROM E 111 ST (11100 S) TO E 114 ST,195615.0
9,2012,Street Light Upgrade,ON 105 FROM S RHODES AV (532 E) TO S DAUPHIN AV (604,1050.0
9,2012,Street Light Upgrade,ON PERRY FROM W 121 ST (12100 S) TO W 122 ST (12200 S),1400.0
9,2012,Street Light Upgrade,ON 104 FROM S RHODES AV (532 E) TO S DAUPHIN AV (623,1050.0
9,2012,High Definition Camera,"POD Camera - 10700 S. Michigan (TPC = $22,500 - 2013 menu",22500.0
9,2012,School Projects,Poe School - Playground,7115.0
10,2012,Alley Resurfacing,E 105TH ST & E 106TH ST & S EWING AVE & S AVENUE J,25711.0
10,2012,Alley Speed Hump,E 128TH ST & E 129TH ST & S EXCHANGE AVE & S,700.0
10,2012,Alley Speed Hump,E 111TH ST & S MACKINAW AVE&E 112TH ST & S GREEN,700.0
10,2012,Curb & Gutter,ON S COMMERCIAL AVE FROM E 96 ST (9600 S) TO E 97 ST,2537.0
10,2012,Curb & Gutter,ON S EWING AVE FROM E 115 ST (11500 S) TO E 116 ST (11600,7100.0
10,2012,Curb & Gutter,ON S CRANDON AVE FROM E 103 ST (10300 S) TO E 104 ST,3443.0
10,2012,Diagonal Parking,ON S AVENUE M FROM E 106 ST (10600 S) TO E 106 ST (10600,61942.0
10,2012,Guardrail,ON S EWING AVE FROM 9483 S TO E 94 ST (9354 S),16146.0
10,2012,Sidewalk,ON S BURLEY AVE FROM E 135 ST (13500 S) TO E 136 ST,15831.0
10,2012,Sidewalk,ON S GREEN BAY AVE FROM E 112 ST (11200 S) TO E 113 ST,6615.0
10,2012,Sidewalk,ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End,11715.0
10,2012,Sidewalk,ON S ESCANABA AVE FROM E 97 ST (9700 S) TO E 98 ST (9800,60630.0
10,2012,Sidewalk,ON S EXCHANGE AVE FROM E 100 ST (10004 S) TO E 101 ST,1950.0
10,2012,Sidewalk,ON S EWING AVE FROM E 104 ST (10400 S) TO E 105 ST (10500,11071.0
10,2012,Sidewalk,ON S AVENUE M FROM E 108 ST (10800 S) TO E 109 ST (10900,2132.0
10,2012,Sidewalk,ON E 135TH ST FROM S AVENUE M (3531 E) TO S AVENUE L,23913.0
10,2012,Sidewalk,ON S AVENUE N FROM E 133 ST (13300 S) TO E 134 ST (13400,13969.0
10,2012,Sidewalk,ON S ESCANABA AVE FROM E 132 ST (13200 S) TO S,2637.0
10,2012,Sidewalk,ON S MUSKEGON AVE FROM E 98 ST (9800 S) TO E 99 ST,4139.0
10,2012,Sidewalk,ON S AVENUE H FROM E 106 ST (10600 S) TO E 107 ST (10700,2874.0
10,2012,Sidewalk,ON S AVENUE L FROM E 133 ST (13300 S) TO E 134 ST (13400,10218.0
10,2012,Sidewalk,ON S AVENUE M FROM E 133 ST (13300 S) TO E 134 ST (13400,45187.0
10,2012,Sidewalk,ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S,14450.0
10,2012,Sidewalk,ON E 105TH ST FROM S AVENUE J (3700 E) TO S AVENUE H,21899.0
10,2012,Sidewalk,ON E 118TH ST FROM S AVENUE O (3432 E) TO S EWING AV,5815.0
10,2012,Sidewalk,ON S MUSKEGON AVE FROM E 103 ST (10300 S) TO S,540.0
10,2012,Sidewalk,ON S GREEN BAY AVE FROM E 84 ST (8400 S) TO E 85 ST,3509.0
10,2012,Sidewalk,ON S BALTIMORE AVE FROM E 89 ST (8900 S) TO E 90 ST,79372.0
10,2012,Sidewalk,ON S EWING AVE FROM E 115TH ST (11500 S) TO E 116TH ST,407.0
10,2012,Sidewalk,ON S BRANDON AVE FROM E 134 ST (13400 S) TO E 135 ST,5913.0
10,2012,Sidewalk,ON E 112TH ST FROM S AVENUE L (3600 E) TO S EWING AV,62840.0
10,2012,Sidewalk,ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133,2722.0
10,2012,Sidewalk,ON S MARQUETTE AVE FROM E 95 ST (9500 S) TO E 96 ST,3785.0
10,2012,Sidewalk,13300 S Avenue N,3583.0
10,2012,Sidewalk,ON S BRANDON AVE FROM E 83 ST (8300 S) TO E 84 ST (8400,36078.0
10,2012,Sidewalk,ON S AVENUE B FROM E 109 ST (10900 S) TO E 110 ST (11000,1548.0
10,2012,Street Resurfacing,ON E 103RD ST FROM S GREEN BAY AV (3400 E) TO S,36853.0
10,2012,Street Resurfacing,ON E 104TH ST FROM S AVENUE M (3531 E) TO S EWING AV,97680.0
10,2012,Street Resurfacing,ON S ESCANABA AVE FROM E 127 ST (12700 S) TO E 128 ST,38056.0
10,2012,Street Resurfacing,ON E 114TH ST FROM S AVENUE M (3531 E) TO S AVENUE J,98042.0
10,2012,Street Resurfacing,ON S MUSKEGON AVE FROM E 127 ST (12700 S) TO E 128 ST,44765.0
10,2012,Street Resurfacing,ON S AVENUE M FROM E 113 ST (11300 S) TO E 114 ST (11400,66361.0
10,2012,Street Resurfacing,ON E 129TH ST FROM S MANISTEE AV (2800 E) TO S,48774.0
10,2012,Street Resurfacing,ON E 96TH ST FROM S AVENUE M (3531 E) TO S AVENUE L,28060.0
10,2012,Street Resurfacing,ON S EXCHANGE AVE FROM E 132 ST (13200 S) TO E 133 ST,68858.0
10,2012,Street Resurfacing,ON S EXCHANGE AVE FROM E 130 ST (13000 S) TO E 131 ST,47581.0
10,2012,Street Resurfacing,ON S BALTIMORE AVE FROM E 130 ST (13000 S) TO E 129 ST,21217.0
10,2012,Street Resurfacing,ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133,52946.0
10,2012,Street Resurfacing,ON S MANISTEE AVE FROM E 127 ST (12700 S) TO E 128 ST,39179.0
10,2012,Street Resurfacing,ON S BRANDON AVE FROM E 130 ST (13000 S) TO E 131 ST,54247.0
10,2012,Street Speed Hump,ON E 99TH ST FROM S PAXTON AV (2230 E) TO S OGLESBY,3700.0
11,2012,Alley Apron,ON S EMERALD AVE FROM 3659 S TO W 36 ST (3600 S),9931.0
11,2012,Alley Apron,ON S CANAL ST FROM 3228 S TO W 32 ST (3200 S),8993.0
11,2012,Alley Apron,ON S LOWE AVE FROM 3439 S TO W 35 ST (3500 S),2285.0
11,2012,Alley Apron,ON W 46TH PL FROM 600 W TO S WALLACE ST (600 W),12948.0
11,2012,Alley Resurfacing,W 25TH PL & W 26TH ST & S STEWART AVE & S PRINCETON,26803.0
11,2012,Alley Resurfacing,W 29TH ST & W 28TH PL & S STEWART AVE & S SHIELDS,8777.0
11,2012,Alley Resurfacing,W 31ST PL & W 31ST ST & S MORGAN ST & S LITUANICA,52384.0
11,2012,Bollard,ON W 48TH PL FROM 602 W TO S WALLACE ST (600 W),1640.0
11,2012,Curb & Gutter,ON W EXCHANGE AVE FROM S MORGAN ST (1000 W) TO S,7453.0
11,2012,Curb & Gutter,ON S PRINCETON AVE FROM W 31 ST (3100 S) TO W 32 ST,1942.0
11,2012,Curb & Gutter,ON S WALLACE ST FROM W 47 ST (4700 S) TO W 46 PL (4632,741.0
11,2012,Sidewalk,ON W 44TH ST FROM S WALLACE ST (614 W) TO S UNION AV,455.0
11,2012,Sidewalk,ON S LITUANICA AVE FROM W 31 PL (3130 S) TO W 31 PL,5401.0
11,2012,Sidewalk,ON S UNION AVE FROM W 44 ST (4400 S) TO W 44 ST (4400 S),1449.0
11,2012,Sidewalk,4234 S Emerald,784.0
11,2012,Sidewalk,ON W 37TH ST FROM S LEAVITT ST (2200 W) TO S LEAVITT,2447.0
11,2012,Sidewalk,ON S UNION AVE FROM W 38 ST (3800 S) TO W 38 ST (3800 S),9062.0
11,2012,Sidewalk,ON W 43RD PL FROM S PARNELL AV (524 W) TO S WALLACE,19332.0
11,2012,Sidewalk,"3203, 3202, 3214 S Lituanica",3367.0
11,2012,Sidewalk,ON W 26TH ST FROM S WALLACE ST (600 W) TO S NORMAL,6418.0
11,2012,Sidewalk,ON S EMERALD AVE FROM W 42 ST (4216 S) TO W 43 ST (4300,11039.0
11,2012,Sidewalk,ON S LITUANICA AVE FROM W 32 ST (3158 S) TO W 33 ST,3984.0
11,2012,Sidewalk,ON S UNION AVE FROM W 45 ST (4500 S) TO W 46 ST (4600 S),1368.0
11,2012,Sidewalk,ON W 30TH ST FROM S PRINCETON AV (300 W) TO S WELLS,8274.0
11,2012,Sidewalk,ON W 43RD ST FROM S UNION AV (700 W) TO S UNION AV,36657.0
11,2012,Sidewalk,ON S WALLACE ST FROM W 44 PL (4432 S) TO W 44 ST (4400,2414.0
11,2012,Sidewalk,ON S WALLACE ST FROM W 46 ST (4600 S) TO W 46 ST (4600,17547.0
11,2012,Sidewalk,3100 S Lituanica,2248.0
11,2012,Sidewalk,ON W 43RD ST FROM S WALLACE ST (600 W) TO S WALLACE,5119.0
11,2012,Sidewalk,ON S CANAL ST FROM W 27 ST (2700 S) TO W 28 ST (2800 S),38043.0
11,2012,Street Resurfacing,ON S BONAPARTE ST FROM S ARCH ST (2989 S) TO S LOCK,72514.0
11,2012,Street Resurfacing,ON S EMERALD AVE FROM W 36 ST (3600 S) TO W 37 ST (3700,59587.0
11,2012,Street Resurfacing,ON S KEELEY ST FROM S LYMAN ST (2935 S) TO W 31 ST,88052.0
11,2012,Street Resurfacing,ON S ARCH ST FROM S ARCHER AV (2923 S) TO S LYMAN ST,75593.0
11,2012,Street Resurfacing,ON S NORMAL AVE FROM W 37 ST (3700 S) TO W PERSHING,92299.0
11,2012,Street Resurfacing,ON W 37TH ST FROM S HALSTED ST (800 W) TO S,21634.0
11,2012,Street Resurfacing,ON S MARSHFIELD AVE FROM W 34 ST (3400 S) TO W 35 ST,86125.0
11,2012,Street Resurfacing,ON S BROAD ST FROM S ARCHER AV (3011 S) TO W 31 ST,82202.0
11,2012,Street Resurfacing,ON W 43RD PL FROM S CANAL ST (440 W) TO S WALLACE ST,63118.0
11,2012,Street Resurfacing,ON S POPLAR AVE FROM W 29 ST (2925 S) TO W 31 ST (3100,113075.0
11,2012,Street Resurfacing,ON W 29TH ST FROM S HALSTED ST (800 W) TO S POPLAR,79658.0
11,2012,Street Resurfacing,ON W 34TH ST FROM S ASHLAND AV (1600 W) TO S PAULINA,42591.0
11,2012,Street Speed Hump,ON W 45TH PL FROM S NORMAL AV (500 W) TO S WALLACE,3700.0
11,2012,Floodlight,569 W 44TH ST,350.0
11,2012,Street Light Residential,ON EMERALD FROM W 37 ST (3700 S) TO W PERSHING RD,128000.0
11,2012,Street Light Upgrade,ON S THROOP ST FROM W 31 ST (3100 S) TO W 33 ST (3300 S),446.0
11,2012,Street Light Upgrade,4522 S WALLACE ST,350.0
11,2012,Street Light Upgrade,564 W 43RD ST,350.0
11,2012,Street Light Upgrade,ON 37 FROM S WALLACE ST (600 W) TO S NORMAL AV (500,1050.0
12,2012,Alley Resurfacing,N TROY ST & S ALBANY AVE & W 30TH ST & W 31ST ST,31096.0
12,2012,Alley Resurfacing,N ROCKWELL ST & S WASHTENAW AVE & W 24TH PL & W,29247.0
12,2012,Alley Speed Hump,S MAPLEWOOD AVE & S CAMPBELL AVE & W 40TH ST & W,4200.0
12,2012,Bollard,ON W PERSHING RD FROM 3144 W TO S ALBANY AVE (3100,630.0
12,2012,Miscellaneous Other,ON W 35TH ST FROM S DAMEN AV (2000 W) TO S ASHLAND,1285.0
12,2012,Sidewalk,ON W 25TH PL FROM S CALIFORNIA AV (2800 W) TO S,536.0
12,2012,Sidewalk,ON S WESTERN AVE FROM W 47 ST (4700 S) TO W 47 ST (4700,30675.0
12,2012,Sidewalk,ON S BELL AVE FROM W 34 ST (3400 S) TO W 35 ST (3500 S),2992.0
12,2012,Sidewalk,ON TALMAN FROM W 39 PL (3932 S) TO W 40 PL (4050 S),27911.0
12,2012,Sidewalk,ON S TROY ST FROM W 27 ST (2700 S) TO W 28 ST (2800 S),28841.0
12,2012,Sidewalk,ON S WESTERN BLVD FROM W PERSHING RD (3900 S) TO W,454.0
12,2012,Sidewalk,ON S HONORE ST FROM W 37 ST (3700 S) TO W 38 ST (3800 S),2035.0
12,2012,Sidewalk,ON S LEAVITT ST FROM W 35 ST (3500 S) TO W 36 ST (3600 S),9035.0
12,2012,Sidewalk,ON S ALBANY AVE FROM W 38 ST (3800 S) TO W 38 PL (3832,2062.0
12,2012,Sidewalk,ON S TALMAN AVE FROM W 39 PL (3932 S) TO W 40 PL (4050,93566.0
12,2012,Sidewalk,ON S HOYNE AVE FROM W 36 ST (3600 S) TO W 37 ST (3700 S),1176.0
12,2012,Sidewalk,ON W 43RD ST FROM S PAULINA ST (1699 W) TO S,1561.0
12,2012,Sidewalk,ON W 40TH ST FROM S TALMAN AV (2632 W) TO S,21228.0
12,2012,Sidewalk,ON W PERSHING RD FROM S ROCKWELL ST (2600 W) TO S,46797.0
12,2012,Street Resurfacing,ON S TROY ST FROM W 23 ST (2300 S) TO W 24 ST (2400 S),37537.0
12,2012,Street Resurfacing,ON S HAMILTON AVE FROM W 32 ST (3203 S) TO W 33 ST,41636.0
12,2012,Floodlight,3000 S ALBANY AVE,500.0
12,2012,Floodlight,3014 S ALBANY AVE,500.0
12,2012,Street Light Residential,ON BRIGHTON FROM S ARCHER AV (3984 S) TO W 40 PL,72000.0
12,2012,Street Light Residential,ON 25 FROM S CALIFORNIA AV (2800 W) TO S,144000.0
12,2012,Street Light Residential,ON WHIPPLE FROM W 24 ST (2400 S) TO W 26 ST (2600 S),144000.0
12,2012,Street Light Residential,ON TALMAN FROM W 39 PL (3932 S) TO W 40 PL (4050 S),112000.0
12,2012,Street Light Residential,ON SACRAMENTO FROM W 24 ST (2400 S) TO W 26 ST (2600,144000.0
12,2012,Street Light Residential,ON ALBANY FROM W 24 ST (2400 S) TO W 26 ST (2600 S),144000.0
12,2012,Street Light Residential,ON TROY FROM W 24 ST (2400 S) TO W 26 ST (2600 S),144000.0
12,2012,Street Light Upgrade,2457 S KEDZIE AVE,400.0
13,2012,"In-Road ""State Law Stop",W MARQUETTE RD & S KILPATRICK AVE,410.0
13,2012,Street Resurfacing,ON S RUTHERFORD AVE FROM W 59 ST (5900 S) TO Dead End,17640.0
13,2012,Left-Turn Arrow,W 69TH ST & S PULASKI RD,19200.0
13,2012,Street Light Residential,ON KOLIN FROM W 55 ST (5500 S) TO W 57 ST (5700 S),136500.0
13,2012,Street Light Residential,ON 67 FROM Dead End (3652 W) TO S PULASKI RD (4000 W),273000.0
13,2012,Street Light Residential,ON TRIPP FROM W 55 ST (5500 S) TO W 59 ST (5900 S),288000.0
13,2012,Street Light Residential,ON MENARD FROM W 60 ST (6000 S) TO W 63 ST (6300 S),204750.0
13,2012,Street Light Residential,ON KOLIN FROM W MARQUETTE RD (6700 S) TO W 69 ST,136500.0
13,2012,Street Light Residential,ON LAWLER FROM W 64 ST (6400 S) TO W 64 PL (6446 S),64000.0
13,2012,Chicago Park District,Lawler Park,150000.0
13,2012,School Projects,Richard Henry Lee School - wrought iron fence,30000.0
14,2012,Alley Resurfacing,S RICHMOND ST & S SACRAMENTO AVE & W 40TH PL & W,35413.0
14,2012,"In-Road ""State Law Stop",S HOMAN AVE & W 51ST ST,410.0
14,2012,Miscellaneous Other,5154 S Narragansett,483.0
14,2012,Sidewalk,ON S TROY ST FROM W 44 ST (4400 S) TO W 45 ST (4500 S),8554.0
14,2012,Sidewalk,ON S SAWYER AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,7064.0
14,2012,Sidewalk,ON W 54TH ST FROM S FRANCISCO AV (2900 W) TO S,4335.0
14,2012,Sidewalk,ON W 51ST ST FROM S MAPLEWOOD AV (2532 W) TO S,6126.0
14,2012,Sidewalk,ON W 50TH ST FROM S ROCKWELL ST (2600 W) TO S,5647.0
14,2012,Sidewalk,ON S FAIRFIELD AVE FROM W 51 ST (5100 S) TO W 52 ST,1343.0
14,2012,Sidewalk,ON S SAWYER AVE FROM W 52 ST (5200 S) TO W 53 ST (5300,6264.0
14,2012,Sidewalk,ON W 53RD PL FROM S ALBANY AV (3100 W) TO S KEDZIE,9423.0
14,2012,Sidewalk,ON S FRANCISCO AVE FROM W 54 ST (5400 S) TO W 55 ST,6273.0
14,2012,Sidewalk,ON S MOZART ST FROM W 51 ST (5100 S) TO W 52 ST (5200 S),7959.0
14,2012,Sidewalk,ON S CHRISTIANA AVE FROM W 54 ST (5400 S) TO W 55 ST,5060.0
14,2012,Sidewalk,ON S WASHTENAW AVE FROM W 51 ST (5100 S) TO W 52 ST,1685.0
14,2012,Sidewalk,ON S RICHMOND ST FROM W 53 ST (5300 S) TO W 54 ST (5400,34218.0
14,2012,Sidewalk,ON S RICHMOND ST FROM W 54 ST (5400 S) TO W 55 ST (5500,8796.0
14,2012,Sidewalk,ON S SACRAMENTO AVE FROM W 52 ST (5200 S) TO W 53 ST,9422.0
14,2012,Sidewalk,ON W 54TH PL FROM S SACRAMENTO AV (3000 W) TO S,7793.0
14,2012,Sidewalk,ON W 54TH PL FROM S ALBANY AV (3100 W) TO S KEDZIE,7475.0
14,2012,Sidewalk,ON S SPAULDING AVE FROM W 54 ST (5400 S) TO W 55 ST,9075.0
14,2012,Sidewalk,ON S SAWYER AVE FROM W 54 ST (5400 S) TO W 55 ST (5500,2111.0
14,2012,Sidewalk,ON S MOZART ST FROM W 52 ST (5200 S) TO W 53 ST (5300 S),6579.0
14,2012,Sidewalk,ON S FAIRFIELD AVE FROM W 52 ST (5200 S) TO W 53 ST,96.0
14,2012,Sidewalk,ON SACRAMENTO FROM W 51 ST (5100 S) TO W 52 ST (5200,2621.0
14,2012,Sidewalk,ON S CHRISTIANA AVE FROM W 53 ST (5300 S) TO W 54 ST,11782.0
14,2012,Sidewalk,ON S ROCKWELL ST FROM W 50 ST (5000 S) TO W 51 ST (5100,1811.0
14,2012,Sidewalk,ON S RICHMOND ST FROM W 52 ST (5200 S) TO W 53 ST (5300,2657.0
14,2012,Sidewalk,ON S WHIPPLE ST FROM W 51 ST (5100 S) TO W 52 ST (5200 S),1956.0
14,2012,Sidewalk,ON S WHIPPLE ST FROM W 52 ST (5200 S) TO W 53 ST (5300 S),7967.0
14,2012,Sidewalk,ON S SACRAMENTO AVE FROM W 51 ST (5100 S) TO W 52 ST,14001.0
14,2012,Sidewalk,ON S TRUMBULL AVE FROM W 44 ST (4400 S) TO W 45 ST,2516.0
14,2012,Sidewalk,ON S ST LOUIS AVE FROM W 45 ST (4500 S) TO S ARCHER AV,6768.0
14,2012,Sidewalk,ON S SPAULDING AVE FROM W 51 ST (5100 S) TO W 52 ST,12553.0
14,2012,Sidewalk,ON S FRANCISCO AVE FROM W 51 ST (5100 S) TO W 52 ST,32566.0
14,2012,Sidewalk,ON W 53RD PL FROM S SACRAMENTO AV (3000 W) TO S,15780.0
14,2012,Sidewalk,ON S AVERS AVE FROM W 46 ST (4600 S) TO W 46 PL (4632 S),5051.0
14,2012,Sidewalk,ON S SPAULDING AVE FROM W 53 ST (5300 S) TO W 54 ST,11321.0
14,2012,Sidewalk,ON S MAPLEWOOD AVE FROM W 53 ST (5300 S) TO W 54 ST,20527.0
14,2012,Sidewalk,ON W 51ST ST FROM S CAMPBELL AV (2500 W) TO S,15103.0
14,2012,Sidewalk,ON S WASHTENAW AVE FROM W 52 ST (5200 S) TO W 53 ST,2380.0
14,2012,Sidewalk,ON S SACRAMENTO AVE FROM W 53 ST (5300 S) TO W 54 ST,29839.0
14,2012,Sidewalk,ON W 53RD ST FROM S ALBANY AV (3100 W) TO S KEDZIE,4315.0
14,2012,Sidewalk,ON W 53RD ST FROM S RICHMOND ST (2932 W) TO S,6068.0
14,2012,Sidewalk,ON S RICHMOND ST FROM W 51 ST (5100 S) TO W 52 ST (5200,24357.0
14,2012,Sidewalk,ON W 53RD ST FROM S SACRAMENTO AV (3000 W) TO S,10175.0
14,2012,Sidewalk,ON S SACRAMENTO AVE FROM W 54 ST (5400 S) TO W 55 ST,1572.0
14,2012,Sidewalk,ON S AVERS AVE FROM W 45 ST (4500 S) TO W 45 PL (4532 S),7742.0
14,2012,Sidewalk,ON S TROY ST FROM W 51 ST (5100 S) TO W 52 ST (5200 S),14299.0
14,2012,Sidewalk,ON S ALBANY AVE FROM W 54 ST (5400 S) TO W 55 ST (5500,25304.0
14,2012,Sidewalk,ON W 54TH ST FROM S SACRAMENTO AV (3000 W) TO S,9620.0
14,2012,Sidewalk,ON SACRAMENTO FROM W 54 ST (5400 S) TO W 55 ST (5500,1043.0
14,2012,Street Resurfacing,ON W 52ND ST FROM S TALMAN AV (2632 W) TO S,114613.0
14,2012,Street Resurfacing,ON S SAWYER AVE FROM W 51 ST (5100 S) TO W 55 ST (5500,231787.0
14,2012,Street Resurfacing,ON W 45TH ST FROM S PULASKI RD (4000 W) TO S KEELER,111571.0
14,2012,Street Resurfacing,ON W 52ND ST FROM S WESTERN AV (2400 W) TO S,119843.0
14,2012,Street Resurfacing,ON S TRUMBULL AVE FROM W 55 ST (5500 S) TO W 59 ST,163438.0
14,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 57 ST (5700 S) TO W 58 ST,3700.0
14,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 51 ST (5100 S) TO W 53 ST,7400.0
14,2012,Street Speed Hump,ON S HARDING AVE FROM W 46 ST (4600 S) TO W 47 ST (4700,3700.0
14,2012,Street Speed Hump,ON S SAWYER AVE FROM W 54 ST (5400 S) TO W 55 ST (5500,3700.0
14,2012,Street Speed Hump,ON S TROY ST FROM W 55 ST (5500 S) TO W 56 ST (5600 S),3700.0
14,2012,Street Speed Hump,ON S SPAULDING AVE FROM W 43 ST (4300 S) TO W 44 ST,3700.0
14,2012,Street Speed Hump,ON W 57TH ST FROM S ST LOUIS AV (3500 W) TO S CENTRAL,3700.0
14,2012,Street Speed Hump,ON S SPRINGFIELD AVE FROM W 45 ST (4500 S) TO W 47 ST,7400.0
14,2012,Street Speed Hump,ON S KOMENSKY AVE FROM W 46 ST (4600 S) TO W 47 ST,3700.0
14,2012,Street Speed Hump,ON W 49TH ST FROM S HARDING AV (3932 W) TO S,1850.0
14,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 56 ST (5600 S) TO W 57 ST,3700.0
14,2012,Street Speed Hump,ON S FRANCISCO AVE FROM W 52 ST (5200 S) TO W 53 ST,3700.0
14,2012,Street Speed Hump,ON S SAWYER AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,3700.0
14,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 55 ST (5500 S) TO W 56 ST,3700.0
14,2012,Street Speed Hump,ON W 48TH ST FROM S PULASKI RD (4000 W) TO S KARLOV,3700.0
14,2012,Street Speed Hump,ON W 53RD ST FROM S SPAULDING AV (3300 W) TO S,1850.0
14,2012,Street Speed Hump,ON S AVERS AVE FROM W 45 ST (4500 S) TO W 48 ST (4800 S),11100.0
14,2012,Street Speed Hump,ON S RIDGEWAY AVE FROM S ARCHER AV (4821 S) TO W 49,3700.0
14,2012,Street Speed Hump,ON S SAWYER AVE FROM W 53 ST (5300 S) TO W 54 ST (5400,3700.0
14,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 58 ST (5800 S) TO W 59 ST,3700.0
14,2012,Street Light Upgrade,3716 W 49TH ST,350.0
15,2012,Bollard,ON W MARQUETTE RD FROM 2814 W TO S CALIFORNIA AVE,2230.0
15,2012,Curb & Gutter,ON W 67TH PL FROM S DAMEN AV (2000 W) TO S HOYNE AV,4102.0
15,2012,Curb & Gutter,ON W 66TH ST FROM S ROCKWELL ST (2600 W) TO S,13538.0
15,2012,Sidewalk,ON S WOOD ST FROM W 58TH ST (5800 S) TO W 59TH ST,2747.0
15,2012,Sidewalk,ON S RICHMOND ST FROM W 66 ST (6600 S) TO W,6045.0
