ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
36,2017,Alley Apron,3142 N NATOMA AVE W GRAND AVE & N MERRIMAC AVE&W PALMER ST & N MELVINA,13112.17,ward1_2017_001,True,41.92168464170549,-87.7817262218915,0.95
36,2017,Alley Speed Hump,AVE:6200 W GRAND AVE,447.09,ward1_2017_002,True,,,0.0
36,2017,Alley Speed Hump,AVE&N OAK PARK AVE & W ALTGELD ST,1400.0,ward1_2017_003,True,,,0.0
36,2017,Unknown,Bell Park - New Multi Purpose Court 3020 N OAK PARK AVE,100000.0,ward1_2017_004,True,,,0.0
36,2017,Unknown,Blackhawk Park 2318 N LAVERGNE AVE,35000.0,ward1_2017_005,True,,,0.0
36,2017,Bollard,1934 N LECLAIRE AVE,645.26,ward1_2017_006,True,41.9160748,-87.75318768,0.97
36,2017,Bollard,2370 N NEWCASTLE AVE,791.85,ward1_2017_007,True,41.92305524,-87.7974905,0.97
36,2017,Unknown,Chicago Academy - New Playground 3400 N AUSTIN AVE,100000.0,ward1_2017_008,True,,,0.0
36,2017,Curb & Gutter,2258 N KNOX AVE,10616.98,ward1_2017_009,True,41.92231901,-87.74286917,0.97
36,2017,Curb & Gutter,2838 N NEENAH AVE,2683.08,ward1_2017_010,True,41.9321148,-87.78966618,0.97
36,2017,Signs,W ADDISON ST & N CENTRAL AVE,350.0,ward1_2017_011,True,41.94587668724468,-87.76675600752344,0.95
36,2017,Unknown,Miscellaneous CDOT Projects (2017) 6045 W GRAND AVE,2350.0,ward1_2017_012,True,,,0.0
36,2017,Unknown,50/50 Neighborhood Arts Project,16700.0,ward1_2017_013,True,,,0.0
36,2017,Pedestrian Countdown Signal,N NARRAGANSETT AVE & W GRAND AVE,20000.0,ward1_2017_014,True,41.9226308784005,-87.78541142885403,0.95
36,2017,Pedestrian Refuge Island,W GRAND AVE & N MCVICKER AVE,38881.89,ward1_2017_015,True,41.920784135585016,-87.77682954285281,0.95
36,2017,Unknown,Reinberg Elementary - New Playground 3425 N MAJOR AVE,100000.0,ward1_2017_016,True,,,0.0
36,2017,Sidewalk,2173 N MELVINA AVE,10492.67,ward1_2017_017,True,41.92000226,-87.78018862,0.97
36,2017,Sidewalk,6045 W GRAND AVE,2005.41,ward1_2017_018,True,41.92069757,-87.7775113,0.97
36,2017,Sidewalk,3358 N RUTHERFORD AVE,23646.36,ward1_2017_019,True,41.941709,-87.79492976,0.97
36,2017,Sidewalk,2218 N KILBOURN AVE,22614.11,ward1_2017_020,True,41.92126617935384,-87.73890752194309,0.88
36,2017,Sidewalk,4627 W MCLEAN AVE,3795.21,ward1_2017_021,True,41.91768578,-87.74260723,0.97
36,2017,Sidewalk,5908 W HENDERSON ST,1656.96,ward1_2017_022,True,41.94142871,-87.77431053,0.97
36,2017,Sidewalk,3100 N NEWCASTLE AVE,29232.2,ward1_2017_023,True,41.93649405,-87.79714287,0.97
36,2017,Sidewalk,2101 N LEAMINGTON AVE,21267.95,ward1_2017_024,True,41.91879353,-87.75448954,0.97
36,2017,Sidewalk,6200 W GRAND AVE,7505.57,ward1_2017_025,True,41.92146254952741,-87.7805038825711,0.88
36,2017,Sidewalk,2200 N MERRIMAC AVE,25755.24,ward1_2017_026,True,41.92099996,-87.78216112,0.97
36,2017,Sidewalk,6935 W WOLFRAM ST,12899.23,ward1_2017_027,True,41.93153148,-87.79934631,0.97
36,2017,Street Light Upgrade,6236 W CORNELIA AVE ON W WRIGHTWOOD AVE FROM N OAK PARK AVE (6800 W) TO N,500.0,ward1_2017_028,True,,,0.0
36,2017,Street Resurfacing,NORMANDY AVE ON N MELVINA AVE FROM W WARWICK AVE (3730 N) TO W WAVELAND,88140.09,ward1_2017_029,True,41.782272762356996,-87.77654740914012,0.88
36,2017,Street Resurfacing,AVE ON N MEADE AVE FROM W WARWICK AVE (3730 N) TO W WAVELAND,9309.05,ward1_2017_030,True,41.99443795494022,-87.78035184626331,0.88
36,2017,Street Resurfacing,AVE ON N MOODY AVE FROM W FULLERTON AVE (2400 N) TO W GRAND AVE,19749.53,ward1_2017_031,True,41.98564028947581,-87.78161682248705,0.88
36,2017,Street Resurfacing,ON W HENDERSON ST FROM 6556 W TO N NATOMA AVE,47919.21,ward1_2017_032,True,,,0.0
36,2017,Street Resurfacing,MULLIGAN AVE ON N NATOMA AVE FROM W ROSCOE ST (3400 N) TO W HENDERSON ST,20861.48,ward1_2017_033,True,41.94083790099642,-87.7921377921859,0.88
36,2017,Street Resurfacing,AVE ON W SCHOOL ST FROM N MOBILE AVE (6300 W) TO N MELVINA AVE,29072.26,ward1_2017_034,True,41.94047464304401,-87.76070821294971,0.88
36,2017,Street Speed Hump,TO W BELDEN AVE ON N MEADE AVE FROM W ROSCOE ST (3400 N) TO W NEWPORT AVE,1850.0,ward1_2017_035,True,41.99443795494022,-87.78035184626331,0.88
36,2017,Unknown,Steinmetz College Prep Playground 3030 N MOBILE AVE,100000.0,ward1_2017_036,True,,,0.0
36,2017,Traffic Signal LED Upgrade,W FULLERTON AVE & N AUSTIN AVE,14000.0,ward1_2017_037,True,41.92382658643859,-87.77571553598915,0.95
36,2017,Traffic Signal LED Upgrade,W FULLERTON AVE & N MENARD AVE,14000.0,ward1_2017_038,True,41.92390534036007,-87.7708537717966,0.95
