ward,year,category,location,cost
22,2017,Alley Resurfacing,2307 S HOMAN AVE,33417.95
22,2017,Alley Resurfacing,2651 S CENTRAL PARK AVE,50124.05
22,2017,Alley Resurfacing,2609 S ST LOUIS AVE,36575.1
22,2017,Alley Resurfacing,2627 S TRUMBULL AVE,15748.17
22,2017,Alley Resurfacing,2815 S TRUMBULL AVE,39682.3
22,2017,Alley Resurfacing,3003 S HOMAN AVE,34537.3
22,2017,Alley Resurfacing,2807 S HOMAN AVE,41935.14
22,2017,Alley Resurfacing,2707 S HOMAN AVE,41807.78
22,2017,Alley Resurfacing,2800 S SAWYER AVE,42686.08
22,2017,Alley Resurfacing,2513 S CENTRAL PARK AVE,36524.16
22,2017,Alley Resurfacing,3021 S KOSTNER AVE,42178.07
22,2017,Alley Resurfacing,2816 S KARLOV AVE,34792.03
22,2017,Alley Resurfacing,2810 S KOMENSKY AVE,42291.75
22,2017,Alley Resurfacing,2736 S PULASKI RD,42991.75
22,2017,Alley Resurfacing,3001 S HARDING AVE,34741.08
22,2017,Alley Resurfacing,2801 S HAMLIN AVE,41986.08
22,2017,Alley Resurfacing,2700 S CENTRAL PARK AVE,34944.86
22,2017,Alley Resurfacing,S RIDGEWAY AVE & W 23RD ST:S HAMLIN AVE & W CERMAK RD,50836.3
22,2017,Alley Resurfacing,S AVERS AVE & W CERMAK RD&S SPRINGFIELD AVE & W 24TH ST,39195.96
22,2017,Alley Resurfacing,S KARLOV AVE & W 24TH ST&S PULASKI RD & W 24TH PL,42125.69
22,2017,Alley Resurfacing,S MILLARD AVE & W 25TH ST&S CENTRAL PARK AVE & W 26TH ST,34041.08
22,2017,Alley Resurfacing,S KILDARE AVE & W 28TH ST&S KOLIN AVE & W 30TH ST,11715.64
22,2017,Alley Speed Hump,27TH ST,700.0
22,2017,Bollard,3024 S LAWNDALE AVE,15101.87
22,2017,Bollard,3024 S LAWNDALE AVE,2000.0
22,2017,Floodlight,2303 S KILDARE AVE ON S SPRINGFIELD AVE FROM W 24TH ST (2400 S) TO W 26TH ST (2600,900.0
22,2017,Unknown,Miscellaneous CDOT Projects (2017) S),634.0
22,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
22,2017,Sidewalk,3656 W 31ST ST,2678.3
22,2017,Sidewalk,3100 S LAWNDALE AVE,4670.22
22,2017,Sidewalk,2807 S KENNETH AVE,3202.99
22,2017,Sidewalk,2255 S AVERS AVE,7673.37
22,2017,Street Resurfacing,ON S LAMON AVE FROM W 49TH ST (4900 S) TO W 50TH ST,46160.54
22,2017,Street Resurfacing,ON S LA CROSSE AVE FROM W 45TH ST (4500 S) TO W 46TH ST,64921.04
22,2017,Street Resurfacing,ON S HOMAN AVE FROM W 28TH ST (2800 S) TO W 30TH ST,58190.32
22,2017,Street Resurfacing,On S LAMON AVE FROM W 45TH ST (4499 S) TO W 46TH ST,51105.57
22,2017,Unknown,Vittum Park - Skate Park 5010 W 50TH ST,125000.0
22,2017,Unknown,MENU BUDGET,1320000.0
22,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
22,2017,Unknown,WARD 2017 BALANCE,0.01
