ward,year,category,location,cost
29,2017,Alley Resurfacing,N RUTHERFORD AVE & W ARMITAGE AVE,27281.05
29,2017,Alley Resurfacing,MCVICKER AVE W WEST END AVE & N MASON AVE&W WASHINGTON BLVD & N,34347.74
29,2017,Alley Resurfacing,AUSTIN BLVD,20555.32
29,2017,Alley Resurfacing,N HARLEM AVE & W PALMER ST,34944.42
29,2017,Alley Resurfacing,N PARKSIDE AVE & W CHICAGO AVE:N WALLER AVE & W IOWA ST,32590.14
29,2017,Alley Speed Hump,N NEVA AVE,700.0
29,2017,Alley Speed Hump,1325 N MASSASOIT AVE,700.0
29,2017,Alley Speed Hump,4842 W VAN BUREN ST,700.0
29,2017,Alley Speed Hump,N PARKSIDE AVE & W HIRSCH ST&N CENTRAL AVE & W POTOMAC AVE,1400.0
29,2017,Alley Speed Hump,AVE:7000 W NORTH AVE,1400.0
29,2017,Alley Speed Hump,1752 N MELVINA AVE W WEST END AVE & N MASON AVE&W WASHINGTON BLVD & N,700.0
29,2017,Curb & Gutter,AVE,13.41
29,2017,Unknown,Street W LAKE ST & N CENTRAL AVE,54008.9
29,2017,Unknown,50/50 Neighborhood Arts Project,10000.0
29,2017,Pavement Markings,Pavement Markings Menu (2017) 5212 W HARRISON ST,2700.0
29,2017,Pedestrian Refuge Island,W NORTH AVE & N MANGO AVE,60000.0
29,2017,Sidewalk,1848 N NASHVILLE AVE,8583.05
29,2017,Sidewalk,4949 W POLK ST,22615.9
29,2017,Sidewalk,5304 W MONROE ST,3474.62
29,2017,Sidewalk,7050 W BELMONT AVE ON N MENARD AVE FROM W WABANSIA AVE (1700 N) TO W,25889.35
29,2017,Street Resurfacing,BLOOMINGDALE AVE ON W THOMAS ST FROM N MAYFIELD AVE (5900 W) TO N MONITOR,43398.37
29,2017,Street Resurfacing,AVE ON N MEADE AVE FROM W BLOOMINGDALE AVE (1800 N) TO W,24101.25
29,2017,Street Resurfacing,WABANSIA AVE ON W THOMAS ST FROM N MONITOR AVE (5830 W) TO N MENARD AVE,47827.26
29,2017,Street Resurfacing,AVE ON W WABANSIA AVE FROM N MOBILE AVE (6300 W) TO N MERRIMAC,24447.17
29,2017,Street Resurfacing,AVE ON W BLOOMINGDALE AVE FROM N NEVA AVE (7150 W) TO N SAYRE,12488.72
29,2017,Street Resurfacing,AVE ON W LE MOYNE DR FROM N PARKSIDE AVE (5630 W) TO N MASSASOIT,89452.49
29,2017,Street Resurfacing,AVE ON W CORTLAND ST FROM N MERRIMAC AVE (6220 W) TO N MOBILE,46049.0
29,2017,Street Resurfacing,AVE ON W CORTLAND ST FROM N MULLIGAN AVE (6340 W) TO N,27950.61
29,2017,Street Resurfacing,NARRAGANSETT AVE ON W DICKENS AVE FROM N NEVA AVE (7150 W) TO N HARLEM AVE,25324.47
29,2017,Street Resurfacing,ENGLAND AVE ON N MAJOR AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE,68091.75
29,2017,Street Resurfacing,AVE ON N NORDICA AVE FROM W NORTH AVE (1600 N) TO W WABANSIA,34703.94
29,2017,Street Resurfacing,AVE ON W ARMITAGE AVE FROM N NORDICA AVE (7100 W) TO N NEVA AVE,48315.84
29,2017,Street Speed Hump,MEADE AVE ON W BLOOMINGDALE AVE FROM N MEADE AVE (6100 W) TO N,1850.0
29,2017,Street Speed Hump,MOODY AVE ON N NORDICA AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST,1850.0
29,2017,Street Speed Hump,836 N PARKSIDE AVE ON N NATOMA AVE FROM W BLOOMINGDALE AVE (1800 N) TO W,1850.0
29,2017,Street Speed Hump,CORTLAND ST ON N MONITOR AVE FROM W THOMAS ST (1100 N) TO W AUGUSTA,3700.0
29,2017,Street Speed Hump,BLVD ON N MASSASOIT AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH,3700.0
29,2017,Street Speed Hump,BLOOMINGDALE AVE ON N LOTUS AVE FROM W MADISON ST (0 S) TO W WASHINGTON BLVD,3700.0
29,2017,Unknown,Street Speed Hump Replacement (2017),3700.0
29,2017,Street Traffic Circle,S LOTUS AVE & W VAN BUREN ST,13369.68
29,2017,Traffic Signal LED Upgrade,N CENTRAL AVE & W AUGUSTA BLVD,22036.0
29,2017,Traffic Signal LED Upgrade,W MADISON ST & N LOTUS AVE,28000.0
