ward,year,category,location,cost
31,2017,Alley Apron,2544 N RIDGEWAY AVE,8626.0
31,2017,Alley Apron,5344 W GEORGE ST,13311.02
31,2017,Alley Apron,5300 W GEORGE ST,9415.02
31,2017,Alley Resurfacing,LOCKWOOD AVE,34514.25
31,2017,Alley Resurfacing,4324 W PARKER AVE,34602.47
31,2017,Alley Resurfacing,4628 W SCHUBERT AVE,50110.38
31,2017,Alley Resurfacing,5123 W NELSON ST,34244.86
31,2017,Alley Resurfacing,3741 W WRIGHTWOOD AVE,48469.33
31,2017,Alley Resurfacing,4306 W DRUMMOND PL W SCHOOL ST & N LAVERGNE AVE&W HENDERSON ST & N LAMON,35046.75
31,2017,Alley Resurfacing,AVE:4906 W SCHOOL ST,36524.16
31,2017,Alley Speed Hump,4404 W FULLERTON AVE,2100.0
31,2017,Unknown,Bus Pad (2017) 4645 W BELMONT AVE,16534.3
31,2017,Unknown,Bus Pad (2017) 2401 N PULASKI RD,42588.72
31,2017,Curb & Gutter,5039 W ROSCOE ST,1199.08
31,2017,Curb & Gutter,4140 W WELLINGTON AVE,6289.85
31,2017,Curb & Gutter,2825 N KOSTNER AVE,6434.45
31,2017,Unknown,50/50 Neighborhood Arts Project,10000.0
31,2017,Unknown,Ken-Well Park 31st Ward 2945 N KENOSHA AVE,50000.0
31,2017,Unknown,Kosciuszko Park 31st Ward W DIVERSEY AVE & N AVERS AVE&W SCHUBERT AVE & N PULASKI RD,50000.0
31,2017,Sidewalk,2801-2813 N LECLAIRE AVE,10880.9
31,2017,Sidewalk,2322 N TRIPP AVE,3449.4
31,2017,Sidewalk,4849 W DEMING PL,4325.23
31,2017,Sidewalk,4116 W OAKDALE AVE,4420.16
31,2017,Sidewalk,4400 W DEMING PL,9377.44
31,2017,Sidewalk,4921 W PARKER AVE,10476.67
31,2017,Sidewalk,4500 W PARKER AVE,22249.48
31,2017,Sidewalk,4829 W WRIGHTWOOD AVE,1229.28
31,2017,Sidewalk,4615 W ALTGELD ST,5877.66
31,2017,Sidewalk,2801-2813 N LECLAIRE AVE,4590.43
31,2017,Sidewalk,4829 W WRIGHTWOOD AVE,4709.24
31,2017,Street Resurfacing,AVE ON N LONG AVE FROM W PARKER AVE (2730 N) TO W DIVERSEY AVE,110254.38
31,2017,Street Speed Hump,AVE ON W ALTGELD ST FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE,3700.0
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,12000.0
31,2017,Viaduct Improvement,W DIVERSEY AVE & N KENTON AVE,6000.0
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,4225.0
31,2017,Viaduct Improvement,W DIVERSEY AVE & N KENTON AVE,4303.0
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,57619.78
31,2017,Unknown,MENU BUDGET,1320000.0
31,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
31,2017,Unknown,WARD 2017 BALANCE,0.01
