ward,year,category,location,cost
13,2017,Alley Apron,ON S AVERS AVE FROM W 72ND ST (7200 S) TO W 73RD ST,23592.48
13,2017,Alley Apron,6326 W 59TH ST:6332 W 59TH ST,40437.46
13,2017,Alley Apron,5914 S MULLIGAN AVE,16083.51
13,2017,Alley Apron,6200 S MAJOR AVE,18091.25
13,2017,Alley Apron,6159 W 59TH ST,29917.77
13,2017,Alley Apron,6358 S TRIPP AVE,22514.36
13,2017,Alley Apron,6004 S MELVINA AVE,19778.29
13,2017,Alley Apron,3800 W 70TH PL,20709.14
13,2017,Alley Apron,5914-5915 S MERRIMAC AVE,35359.2
13,2017,Alley Apron,7158 S SPRINGFIELD AVE,20325.69
13,2017,Alley Apron,3900 W 55TH PL,18378.04
13,2017,Alley Apron,5516 S AUSTIN AVE,21653.09
13,2017,Alley Apron,3759 W 67TH PL:6755 S HAMLIN AVE,22316.55
13,2017,Alley Apron,6343 W 59TH ST ON E 59TH ST FROM S MULLIGAN AVE (6332 W) TO S NARRAGANSETT,19.87
13,2017,Alley Speed Hump,AVE,2100.0
13,2017,Bollard,6245 S MOODY AVE,487.4
13,2017,Curb & Gutter,6159 S MAJOR AVE ON W 59TH ST FROM S NEWCASTLE AVE (6834 W) TO S OAK PARK AVE,28553.58
13,2017,Curb & Gutter,:5901 S NEWCASTLE AVE,28163.99
13,2017,Curb & Gutter,7125 S SPRINGFIELD AVE,5820.57
13,2017,Curb & Gutter,6135 W 55TH ST,6816.53
13,2017,Curb & Gutter,5914 S MCVICKER AVE:5918 S MCVICKER AVE,16843.79
13,2017,Curb & Gutter,6401 S KNOX AVE,1297.85
13,2017,Curb & Gutter,3901 W 63RD PL,495.72
13,2017,Curb & Gutter,6644 S KOLIN AVE,5706.37
13,2017,Curb & Gutter,5548 S MULLIGAN AVE,3841.24
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 5823 S NARRAGANSETT AVE,3827.98
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 6111 S NARRAGANSETT AVE,6848.41
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 6218-6222 S NATOMA AVE,10450.17
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 5740-5744 S AUSTIN AVE,6296.42
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 3700 W 66TH PL,17076.0
13,2017,Unknown,Miscellaneous CDOT Projects (2017) 5548 S MEADE AVE,4585.05
13,2017,Sidewalk,6106 S MULLIGAN AVE,1161.75
13,2017,Sidewalk,6200 S NEENAH AVE,11550.86
13,2017,Sidewalk,6244 S NATOMA AVE,921.84
13,2017,Sidewalk,3623 W 65TH PL,6823.31
13,2017,Sidewalk,6848 S KEELER AVE,3412.58
13,2017,Sidewalk,6726 S KEELER AVE,3486.73
13,2017,Sidewalk,6050 S MULLIGAN AVE,3021.91
13,2017,Sidewalk,5921 S NEWCASTLE AVE,4922.19
13,2017,Sidewalk,5809 S OAK PARK AVE,5916.97
13,2017,Sidewalk,6725 S KOMENSKY AVE,3492.46
13,2017,Sidewalk,3940 W 58TH PL,3189.46
13,2017,Sidewalk,5543 S MEADE AVE,2162.65
13,2017,Sidewalk,6601 S KOLIN AVE,1283.27
13,2017,Sidewalk,3854 W 68TH ST,24492.39
13,2017,Sidewalk,5544 S MOODY AVE,1061.68
13,2017,Sidewalk,6507 W 60TH ST,886.73
13,2017,Sidewalk,6330 S KOMENSKY AVE,1954.78
13,2017,Sidewalk,5812 S NARRAGANSETT AVE,2272.37
13,2017,Sidewalk,5759 S NORMANDY AVE,894.13
13,2017,Sidewalk,5839 S NEWLAND AVE,484.66
13,2017,Sidewalk,5855 S NEWCASTLE AVE,2206.49
13,2017,Sidewalk,6733 S KILBOURN AVE,886.73
13,2017,Sidewalk,3854 W 71ST ST,873.52
13,2017,Sidewalk,5931 S NATCHEZ AVE,1337.44
13,2017,Sidewalk,6153 S NARRAGANSETT AVE,350.26
13,2017,Sidewalk,5811 S MEADE AVE,484.66
13,2017,Street Bump Outs,ON S LAWLER AVE FROM W 63RD ST (6300 S) TO W 63RD PL,3254.94
13,2017,Street Light Upgrade,3636 W 70TH ST ON W 65TH PL FROM S CENTRAL PARK AVE (3600 W) TO S LAWNDALE,500.0
13,2017,Street Resurfacing,AVE,22803.67
13,2017,Street Resurfacing,ON S NORDICA AVE FROM W 57TH ST (5700 S) TO W 58TH ST,25986.91
13,2017,Street Resurfacing,ON S NORDICA AVE FROM W 58TH ST (5800 S) TO W 59TH ST,25793.47
13,2017,Street Resurfacing,ON S NASHVILLE AVE FROM W 59TH ST (5900 S) TO W 60TH ST,14272.45
13,2017,Street Resurfacing,ON S NASHVILLE AVE FROM W 56TH ST (5600 S) TO W 57TH ST,24368.96
13,2017,Street Speed Hump,6300 S TRIPP AVE,3700.0
13,2017,Street Speed Hump,3800 W 66TH ST,3700.0
13,2017,Street Speed Hump,3900 W 66TH ST,3700.0
13,2017,Unknown,Wentworth Park - Turf Baseball Field S NARRAGANSETT AVE & W 56TH ST&S MOBILE AVE & W 58TH ST,300000.0
13,2017,Unknown,MENU BUDGET,1320000.0
13,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
13,2017,Unknown,WARD 2017 BALANCE,0.01
