ward,year,category,location,cost
34,2017,Alley Apron,12105 S THROOP ST,18986.73
34,2017,Alley Apron,11600 S LAFLIN ST,25272.6
34,2017,Alley Apron,1435 W 112TH PL,29229.57
34,2017,Alley Resurfacing,W 108TH ST & S GREEN ST&W 107TH ST & S HALSTED ST,30106.52
34,2017,Curb & Gutter,S EGGLESTON AVE & W 120TH ST,99490.55
34,2017,Curb & Gutter,S EGGLESTON AVE & W 120TH ST,14990.4
34,2017,Pedestrian Refuge Island,45 W 111TH ST,25407.43
34,2017,Sidewalk,12053 S LAFLIN ST ON W 107TH ST FROM S THROOP ST (1300 W) TO S MARTIN ST (1330,6203.62
34,2017,Sidewalk,12200-12300 S SANGAMON ST,41176.21
34,2017,Sidewalk,11616 S ABERDEEN ST,13171.57
34,2017,Sidewalk,1104 W 104TH PL,3198.36
34,2017,Sidewalk,10756 S LOWE AVE,1381.86
34,2017,Street Cul-de-Sac,S THROOP ST & W 106TH PL,8478.43
34,2017,Street Cul-de-Sac,S THROOP ST & W 105TH PL,8478.43
34,2017,Street Cul-de-Sac,S MARTIN ST & W 107TH ST,8478.43
34,2017,Unknown,ON S LOWE AVE FROM W 109TH ST (10900 S) TO W 111TH ST,163200.0
34,2017,Street Light Upgrade,1533 W 110TH ST,6000.0
34,2017,Street Light Upgrade,221 W 105TH ST,500.0
34,2017,Street Light Upgrade,11142 S ASHLAND AVE:11132 S ASHLAND AVE,1000.0
34,2017,Street Resurfacing,ON S JUSTINE ST FROM W 115TH ST (11500 S) TO W 116TH ST,46751.45
34,2017,Street Resurfacing,ON S MARTIN ST FROM W 106TH ST (10600 S) TO W 107TH ST,115304.61
34,2017,Street Speed Hump,ON W 116TH PL FROM S WALLACE ST (600 W) TO S HALSTED ST,5550.0
