ward,year,category,location,cost
40,2017,Alley Apron,2617 W RASCHER AVE,53396.08
40,2017,Alley Apron,5814 N VIRGINIA AVE,34706.6
40,2017,Alley Resurfacing,N HERMITAGE AVE & N RIDGE AVE:N PAULINA ST & W GLENLAKE AVE,48204.24
40,2017,Alley Resurfacing,2831 W LAWRENCE AVE,14988.64
40,2017,Alley Resurfacing,2721 W LAWRENCE AVE,42626.3
40,2017,Alley Resurfacing,N PAULINA ST & W HIGHLAND AVE:N HERMITAGE AVE & W DEVON AVE,9526.72
40,2017,Alley Resurfacing,2131 W FARRAGUT AVE,20693.49
40,2017,Alley Resurfacing,5051 N CLAREMONT AVE,21486.97
40,2017,Alley Speed Hump,6144 N CLAREMONT AVE,1400.0
40,2017,Alley Speed Hump,N DAMEN AVE & W PETERSON AVE:N SEELEY AVE & W NORWOOD ST,700.0
40,2017,Alley Speed Hump,MAWR AVE,1400.0
40,2017,Curb & Gutter,3031 W HOLLYWOOD AVE,1260.37
40,2017,Curb & Gutter,2800 W GREGORY ST,16003.89
40,2017,Curb & Gutter,1610 W BERWYN AVE,10468.57
40,2017,Curb & Gutter,5500 N CAMPBELL AVE,7267.77
40,2017,Curb & Gutter,2911 W CATALPA AVE,5817.54
40,2017,Curb & Gutter,4720 N MAPLEWOOD AVE,127.85
40,2017,Curb & Gutter,4815 N WASHTENAW AVE:4801 N WASHTENAW AVE,70145.82
40,2017,Curb & Gutter,TALMAN AVE ON W GLENLAKE AVE FROM N WASHTENAW AVE (2700 W) TO N,9012.78
40,2017,Curb & Gutter,TALMAN AVE,2077.62
40,2017,Curb & Gutter,4801 N WASHTENAW AVE:4815 N WASHTENAW AVE,5528.06
40,2017,Signs,W LAWRENCE AVE & N TALMAN AVE,350.0
40,2017,Signs,W LAWRENCE AVE & N CAMPBELL AVE,600.0
40,2017,Signs,W LAWRENCE AVE & N WASHTENAW AVE,600.0
40,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
40,2017,Sidewalk,2653 W BRYN MAWR AVE,17964.99
40,2017,Sidewalk,2752 W AINSLIE ST,3031.57
40,2017,Sidewalk,2752 W AINSLIE ST,2132.01
40,2017,Street Light Upgrade,6014 N WASHTENAW AVE:6038 N WASHTENAW AVE,1000.0
40,2017,Street Resurfacing,AVE ON W SUMMERDALE AVE FROM N ROCKWELL ST (2600 W) TO N,54248.36
40,2017,Street Resurfacing,CALIFORNIA AVE ON N FRANCISCO AVE FROM W CATALPA AVE (5500 N) TO W BRYN,102226.83
40,2017,Street Resurfacing,MAWR AVE ON W GLENLAKE AVE FROM N TALMAN AVE (2630 W) TO N CALIFORNIA,56190.78
40,2017,Street Resurfacing,AVE ON W SCHREIBER AVE FROM N GREENVIEW AVE (1500 W) TO N,48109.26
40,2017,Street Resurfacing,BOSWORTH AVE ON N FRANCISCO AVE FROM W CARMEN AVE (5100 N) TO W FOSTER,52195.35
40,2017,Street Resurfacing,AVE ON W HOLLYWOOD AVE FROM N ROCKWELL ST (2600 W) TO N,42907.5
40,2017,Street Resurfacing,WASHTENAW AVE ON N ROCKWELL ST FROM W GLENLAKE AVE (6100 N) TO W PETERSON,35272.48
40,2017,Street Resurfacing,AVE ON N OAKLEY AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE,43516.64
40,2017,Street Resurfacing,AVE ON W CATALPA AVE FROM N ASHLAND AVE (1600 W) TO N PAULINA ST,56144.02
40,2017,Street Resurfacing,AVE ON W GLENLAKE AVE FROM N WESTERN AVE (2400 W) TO N ROCKWELL,77195.14
40,2017,Street Resurfacing,MAWR AVE ON W CATALPA AVE FROM N WASHTENAW AVE (2700 W) TO N,3265.86
40,2017,Street Resurfacing,CALIFORNIA AVE ON W SUMMERDALE AVE FROM N ROCKWELL ST (2600 W) TO N,686.74
40,2017,Street Traffic Circle,N FRANCISCO AVE & W GREGORY ST,1163.26
40,2017,Unknown,MENU BUDGET,1320000.0
40,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
40,2017,Unknown,WARD 2017 BALANCE,0.01
