ward,year,category,location,cost
47,2017,Alley Apron,4814 N LEAVITT ST,9114.86
47,2017,Alley Apron,1466 W CUYLER AVE,2006.99
47,2017,Alley Apron,1920 W WILSON AVE,15264.6
47,2017,Alley Apron,2117 W AINSLIE ST,13166.47
47,2017,Alley Apron,1751 W WILSON AVE,1038.55
47,2017,Alley Resurfacing,3905-3911 N HAMILTON AVE,14224.47
47,2017,Alley Resurfacing,4800 N HAMILTON AVE W IRVING PARK RD & N CAMPBELL AVE&W BELLE PLAINE AVE & N,6342.65
47,2017,Alley Resurfacing,MAPLEWOOD AVE,55752.04
47,2017,Alley Resurfacing,W LAWRENCE AVE & N DAMEN AVE&W AINSLIE ST & N SEELEY AVE,34143.96
47,2017,Alley Resurfacing,4542 N HERMITAGE AVE,4534.11
47,2017,Alley Resurfacing,4547 N PAULINA ST W IRVING PARK RD & N CAMPBELL AVE&W BELLE PLAINE AVE & N,31624.77
47,2017,Arterial Street Bump Outs,W LELAND AVE & N LINCOLN AVE,176883.85
47,2017,Unknown,Audubon Campus Park 3500 N HOYNE AVE,150000.0
47,2017,Bollard,3614 N HAMILTON AVE,1303.05
47,2017,Curb & Gutter,1620 W BELLE PLAINE AVE,19457.99
47,2017,Curb & Gutter,AVE,102551.09
47,2017,Curb & Gutter,4735 N LINCOLN AVE,8501.66
47,2017,Curb & Gutter,3536 N OAKLEY AVE,5358.31
47,2017,Curb & Gutter,4232 N PAULINA ST,7089.96
47,2017,Curb & Gutter,AVE,12835.82
47,2017,Curb & Gutter,2017 W WARNER AVE:2021 W WARNER AVE,1920.8
47,2017,Curb & Gutter,2437 W CUYLER AVE,3049.39
47,2017,Curb & Gutter,2422 W BERENICE AVE,5950.87
47,2017,Signs,N CLARK ST & W CULLOM AVE,600.0
47,2017,Signs,W ADDISON ST & N OAKLEY AVE,600.0
47,2017,Signs,N DAMEN AVE & W BERENICE AVE,350.0
47,2017,Signs,W FOSTER AVE & N WAYNE AVE,600.0
47,2017,Signs,N LINCOLN AVE & W LELAND AVE,600.0
47,2017,Signs,W MONTROSE AVE & N HAMILTON AVE,600.0
47,2017,Signs,W MONTROSE AVE & N WINCHESTER AVE,600.0
47,2017,Signs,N CLARK ST & W AINSLIE ST,350.0
47,2017,Signs,W ADDISON ST & N HOYNE AVE,350.0
47,2017,Signs,W MONTROSE AVE & N BELL AVE,600.0
47,2017,Signs,W MONTROSE AVE & N HERMITAGE AVE,350.0
47,2017,Signs,W MONTROSE AVE & N HAMILTON AVE,600.0
47,2017,Signs,N LINCOLN AVE & W LELAND AVE,350.0
47,2017,Signs,W FOSTER AVE & N WAYNE AVE,600.0
47,2017,Signs,N CLARK ST & W AINSLIE ST,350.0
47,2017,Signs,W ADDISON ST & N OAKLEY AVE,600.0
47,2017,Signs,W ADDISON ST & N OAKLEY AVE,600.0
47,2017,Signs,N CLARK ST & W AINSLIE ST,350.0
47,2017,Signs,N CLARK ST & W CARMEN AVE,350.0
47,2017,Signs,N DAMEN AVE & W EASTWOOD AVE,350.0
47,2017,Signs,W FOSTER AVE & N WAYNE AVE,350.0
47,2017,Signs,W BERENICE AVE & N LINCOLN AVE,350.0
47,2017,Signs,N LINCOLN AVE & W LELAND AVE,600.0
47,2017,Signs,W MONTROSE AVE & N CLAREMONT AVE,350.0
47,2017,Signs,W MONTROSE AVE & N HAMILTON AVE,600.0
47,2017,Signs,W MONTROSE AVE & N HOYNE AVE,350.0
47,2017,Signs,W MONTROSE AVE & N MAPLEWOOD AVE,600.0
47,2017,Signs,W MONTROSE AVE & N WINCHESTER AVE,350.0
47,2017,Signs,W ADDISON ST & N HERMITAGE AVE,600.0
47,2017,Signs,W ADDISON ST & N HOYNE AVE,350.0
47,2017,Signs,W ADDISON ST & N OAKLEY AVE,600.0
47,2017,Signs,N CLARK ST & W CULLOM AVE,350.0
47,2017,Signs,N LINCOLN AVE & W LELAND AVE,600.0
47,2017,Signs,W MONTROSE AVE & N CAMPBELL AVE,600.0
47,2017,Signs,W WILSON AVE & N GREENVIEW AVE,350.0
47,2017,Unknown,Lane Tech High School - parking lot lighting 2501 W ADDISON ST,75000.0
47,2017,Unknown,Miscellaneous CDOT Projects (2017) W LAWRENCE AVE & N HOYNE AVE&W AINSLIE ST & N HAMILTON AVE,8939.43
47,2017,Unknown,Miscellaneous CDOT Projects (2017) 4100 N DAMEN AVE,300000.0
47,2017,Unknown,Miscellaneous CDOT Projects (2017) N HERMITAGE AVE:W LAWRENCE AVE & N LEAVITT ST,3430.0
47,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
47,2017,Unknown,Paul Revere Park (New Backstop) 2509 W IRVING PARK RD,10000.0
47,2017,Pavement Markings,Pavement Markings Menu (2017) AVE,1800.0
47,2017,Sidewalk,4252 N DAMEN AVE,3828.67
