ward,year,category,location,cost
14,2017,Alley Resurfacing,2534 W 50TH ST,33686.89
14,2017,Alley Resurfacing,4401-4459 S TROY ST,33785.37
14,2017,Alley Resurfacing,5201-5259 S FRANCISCO AVE,42991.75
14,2017,Alley Resurfacing,5201-5259 S ALBANY AVE,41608.72
14,2017,Alley Speed Hump,4747 S KEDVALE AVE,1400.0
14,2017,Alley Speed Hump,S HOMAN AVE & W 53RD ST&S CHRISTIANA AVE & W 54TH ST,700.0
14,2017,Alley Speed Hump,4904 S KOSTNER AVE,2100.0
14,2017,Alley Speed Hump,S KEELER AVE & W 47TH ST&S TRIPP AVE & W 48TH ST,1400.0
14,2017,Alley Speed Hump,S TRIPP AVE & W 47TH ST&S KILDARE AVE & W 48TH ST,1400.0
14,2017,Sidewalk,ON S NEENAH AVE FROM W 52ND ST (5200 S) TO W 53RD ST,15362.79
14,2017,Sidewalk,ON S NEENAH AVE FROM W 51ST ST (5100 S) TO W 52ND ST,28902.97
14,2017,Sidewalk,ON S MASON AVE FROM W 51ST ST (5100 S) TO W 52ND ST,25444.89
14,2017,Sidewalk,ON S MAJOR AVE FROM W 51ST ST (5100 S) TO W 52ND ST,20475.66
14,2017,Sidewalk,ON S LOTUS AVE FROM W 51ST ST (5100 S) TO W 52ND ST,36567.82
14,2017,Sidewalk,ON S LARAMIE AVE FROM W 51ST ST (5100 S) TO W 52ND ST,18002.01
14,2017,Sidewalk,ON S NAGLE AVE FROM W 51ST ST (5100 S) TO W 52ND ST,24611.75
14,2017,Sidewalk,6401 W 52ND ST,3168.37
14,2017,Sidewalk,ON S KEELER AVE FROM W 49TH ST (4900 S) TO W 50TH ST,10506.25
14,2017,Sidewalk,ON S KILDARE AVE FROM W 50TH ST (5000 S) TO W 51ST ST,14567.85
14,2017,Sidewalk,ON S MAJOR AVE FROM W 51ST ST (5100 S) TO W 52ND ST,12213.74
14,2017,Sidewalk,ON S MULLIGAN AVE FROM W 52ND ST (5200 S) TO W 53RD ST,15207.16
14,2017,Sidewalk,ON S TALMAN AVE FROM W 52ND ST (5200 S) TO W 53RD ST,16878.18
14,2017,Sidewalk,2651 W 51ST ST,3207.31
14,2017,Sidewalk,5308 S TALMAN AVE ON W 53RD PL FROM S SACRAMENTO AVE (3000 W) TO S ALBANY AVE,2772.16
14,2017,Sidewalk,ON S WHIPPLE ST FROM W 57TH ST (5700 S) TO W 58TH ST,9697.45
14,2017,Sidewalk,ON S TRUMBULL AVE FROM W 46TH ST (4600 S) TO W 47TH ST,21482.26
14,2017,Sidewalk,ON S TRUMBULL AVE FROM W 52ND ST (5200 S) TO W 53RD ST,15970.28
14,2017,Sidewalk,ON S KILDARE AVE FROM W 48TH ST (4800 S) TO W 49TH ST,23374.79
14,2017,Sidewalk,ON S LATROBE AVE FROM W 51ST ST (5100 S) TO W 52ND ST,19848.95
14,2017,Sidewalk,ON S LOREL AVE FROM W 52ND ST (5200 S) TO S ARCHER AVE,27386.37
14,2017,Sidewalk,ON S LUNA AVE FROM W 51ST ST (5100 S) TO W 52ND ST,12441.25
14,2017,Sidewalk,ON S LUNA AVE FROM W 52ND ST (5200 S) TO W 54TH ST,13848.29
14,2017,Sidewalk,ON S LUNA AVE FROM W 52ND ST (5200 S) TO S ARCHER AVE,15672.28
14,2017,Sidewalk,5300 S CENTRAL AVE,9446.31
14,2017,Sidewalk,ON S PARKSIDE AVE FROM W 52ND ST (5200 S) TO W 53RD ST,15566.98
14,2017,Sidewalk,ON S WHIPPLE ST FROM W 57TH ST (5700 S) TO W 58TH ST,2515.03
14,2017,Street Resurfacing,AVE,120627.59
14,2017,Street Resurfacing,ON S MEADE AVE FROM W 52ND ST (5200 S) TO W 53RD ST,49390.46
14,2017,Street Resurfacing,ON S NATCHEZ AVE FROM W 51ST ST (5100 S) TO W 53RD ST,110081.8
14,2017,Street Resurfacing,ON S MEADE AVE FROM W 51ST ST (5100 S) TO W 52ND ST,54587.6
14,2017,Street Speed Hump,ON S FAIRFIELD AVE FROM W 54TH ST (5400 S) TO W 55TH ST,3700.0
14,2017,Street Speed Hump,ON S ST LOUIS AVE FROM W 53RD ST (5300 S) TO W 54TH ST,3700.0
14,2017,Street Speed Hump,ON S MAJOR AVE FROM W 52ND ST (5200 S) TO W 53RD ST,3700.0
14,2017,Unknown,MENU BUDGET,1320000.0
14,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.98
14,2017,Unknown,WARD 2017 BALANCE,0.02
