ward,year,category,location,cost
7,2017,Curb & Gutter,ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST,16142.99
7,2017,Curb & Gutter,ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST,148455.94
7,2017,Curb & Gutter,ON S CRANDON AVE FROM E 97TH ST (9700 S) TO E 98TH ST,89790.07
7,2017,Curb & Gutter,8905 S CRANDON AVE,11349.17
7,2017,Curb & Gutter,9005 S PAXTON AVE ON S KINGSTON AVE FROM S SOUTH CHICAGO AVE (8820 S) TO S,5806.25
7,2017,Curb & Gutter,AVE (8820 S) TO E 89TH ST,152732.05
7,2017,Pedestrian Refuge Island,9141 S SOUTH CHICAGO AVE,38999.29
7,2017,Unknown,ON S OGLESBY AVE FROM E 81ST ST (8100 S) TO E 83RD ST,83000.0
7,2017,Street Resurfacing,ON S YATES AVE FROM E 92ND ST (9200 S) TO E 93RD ST,49273.37
7,2017,Street Resurfacing,ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST,32422.96
7,2017,Street Resurfacing,ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST,25818.3
7,2017,Street Resurfacing,ON S MANISTEE AVE FROM E 79TH ST (7900 S) TO E 80TH ST,56382.94
7,2017,Street Resurfacing,ON S OGLESBY AVE FROM E 74TH ST (7400 S) TO E 75TH ST,38122.4
7,2017,Street Resurfacing,ON S OGLESBY AVE FROM E 72ND ST (7200 S) TO E 73RD ST,18078.79
7,2017,Street Resurfacing,ON S COLFAX AVE FROM E 78TH ST (7800 S) TO E 79TH ST,29287.22
7,2017,Street Resurfacing,ON S CLYDE AVE FROM E 95TH ST (9500 S) TO E 96TH ST,58354.38
7,2017,Street Resurfacing,ON E 95TH PL FROM S CLYDE AVE (2200 E) TO S CHAPPEL AVE,62009.02
7,2017,Street Resurfacing,AVE (8820 S) TO E 89TH ST,88918.16
7,2017,Street Resurfacing,ON S ESSEX AVE FROM E 75TH ST (7500 S) TO E 76TH ST,42770.06
7,2017,Street Resurfacing,ON S ESSEX AVE FROM E 76TH ST (7600 S) TO E 79TH ST,107944.27
7,2017,Street Resurfacing,E 73RD PL & S EXCHANGE AVE,12451.15
7,2017,Street Resurfacing,ON E 86TH ST FROM S YATES BLVD (2400 E) TO S PHILLIPS AVE,24206.7
7,2017,Street Resurfacing,ON S MUSKEGON AVE FROM E 80TH ST (8000 S) TO E 81ST ST,31635.97
7,2017,Street Speed Hump,ON S CLYDE AVE FROM E 95TH ST (9500 S) TO E 96TH ST,3700.0
7,2017,Unknown,MENU BUDGET,1320000.0
7,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
7,2017,Unknown,WARD 2017 BALANCE,0.01
