ward,year,category,location,cost
6,2017,Alley Apron,ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S INDIANA AVE,24938.9
6,2017,Alley Apron,ON S PRAIRIE AVE FROM E 74TH ST (7400 S) TO E 75TH ST,29376.89
6,2017,Alley Apron,7129 S PRAIRIE AVE,34095.98
6,2017,Diagonal Parking,E 87TH ST & S VERNON AVE,55176.59
6,2017,Pedestrian Countdown Signal,S HALSTED ST & W 69TH ST,20000.0
6,2017,Pedestrian Countdown Signal,E 75TH ST & S DR MARTIN LUTHER KING JR DR,20000.0
6,2017,Pedestrian Countdown Signal,S COTTAGE GROVE AVE & E 86TH ST,28200.0
6,2017,Sidewalk,ON S WALLACE ST FROM W 76TH ST (7600 S) TO W 78TH ST,53764.8
6,2017,Sidewalk,1434 W 71ST PL,13372.73
6,2017,Sidewalk,38 W 77TH PL,18571.58
6,2017,Sidewalk,6700-6712 S HALSTED ST,23418.67
6,2017,Street Resurfacing,ON E 72ND ST FROM S PEORIA ST (900 W) TO S RACINE AVE,168549.36
6,2017,Street Resurfacing,ON S EGGLESTON AVE FROM W 69TH ST (6900 S) TO W 71ST ST,92723.91
6,2017,Street Resurfacing,ON S EVANS AVE FROM E 76TH ST (7600 S) TO E 79TH ST,140066.86
6,2017,Street Resurfacing,ON S EMERALD AVE FROM W 68TH ST (6800 S) TO W 71ST ST,211912.09
6,2017,Street Resurfacing,ON W 66TH ST FROM S GREEN ST (830 W) TO S SANGAMON ST,72501.49
6,2017,Street Resurfacing,ON S CHAMPLAIN AVE FROM E 79TH ST (7900 S) TO E 80TH ST,27559.41
6,2017,Street Resurfacing,ON S PARNELL AVE FROM W 75TH ST (7500 S) TO W 76TH ST,45888.8
6,2017,Street Resurfacing,ON S UNION AVE FROM W 72ND ST (7200 S) TO W 73RD ST,75565.07
6,2017,Street Resurfacing,ON S EGGLESTON AVE FROM W 69TH ST (6900 S) TO W 71ST ST,8821.77
6,2017,Street Resurfacing,ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST,45818.37
6,2017,Street Resurfacing,ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST,72009.27
6,2017,Street Speed Hump,ON S RHODES AVE FROM E 70TH ST (7000 S) TO E 71ST ST,3700.0
6,2017,Street Speed Hump,ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST,3700.0
6,2017,Street Speed Hump,ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST,3218.6
6,2017,Unknown,MENU BUDGET,1320000.0
6,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
6,2017,Unknown,WARD 2017 BALANCE,0.01
