ward,year,category,location,cost
49,2017,Alley Apron,1440 W FARWELL AVE N GREENVIEW AVE & W TOUHY AVE&N GLENWOOD AVE & W ESTES,10839.48
49,2017,Alley Apron,AVE,10217.98
49,2017,Alley Apron,1508 W ESTES AVE N CLARK ST & W COLUMBIA AVE&N ASHLAND AVE & W NORTH SHORE,11125.51
49,2017,Alley Resurfacing,AVE N SHERIDAN RD & W COLUMBIA AVE&N LAKEWOOD AVE & W NORTH,35060.43
49,2017,Alley Resurfacing,SHORE AVE,49234.49
49,2017,Alley Resurfacing,N SHERIDAN RD & W FARWELL AVE&N SHERIDAN RD & W LUNT AVE,44267.8
49,2017,Alley Resurfacing,N ASHLAND BLVD & W FARWELL AVE&N CLARK ST & W PRATT BLVD,56520.52
49,2017,Alley Resurfacing,6951 N SHERIDAN RD W DEVON AVE & N WAYNE AVE&W ARTHUR AVE & N GLENWOOD,35967.17
49,2017,Alley Resurfacing,AVE:1340 W DEVON AVE,61867.86
49,2017,Alley Resurfacing,N CLARK ST & W ALBION AVE&N ASHLAND AVE & W WALLEN AVE,3402.36
49,2017,Alley Resurfacing,1440 W FARWELL AVE N SHERIDAN RD & W COLUMBIA AVE&N LAKEWOOD AVE & W NORTH,23243.16
49,2017,Concrete Alley,1836 W LUNT AVE,3367.89
49,2017,Curb & Gutter,6969 N RAVENSWOOD AVE,12385.94
49,2017,Floodlight,1800 W ESTES AVE:1800 W GREENLEAF AVE,4100.0
49,2017,Unknown,Morse and northbound Loyola stations 1520 W JARVIS AVE:1400 W MORSE AVE:6515 N SHERIDAN RD,9000.0
49,2017,Unknown,Learning Garden at Gale Academy 1631 W JONQUIL TER,120000.0
49,2017,Unknown,Miscellaneous CDOT Projects (2017) 7637 N PAULINA ST,3191.89
49,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
49,2017,Sidewalk,1327 W GREENLEAF AVE,6909.71
49,2017,Sidewalk,1412-1418 W ARTHUR AVE,9007.09
49,2017,Sidewalk,1766 W MORSE AVE,3873.34
49,2017,Sidewalk,1911-1921 W MORSE AVE,11091.5
49,2017,Sidewalk,1541-1549 W SHERWIN AVE,5809.92
49,2017,Sidewalk,1510 W CHASE AVE,5937.38
49,2017,Sidewalk,7321 N OAKLEY AVE,2897.29
49,2017,Sidewalk,7329-7331 N OAKLEY AVE,5239.24
49,2017,Unknown,ASHLAND AVE (1600 W) TO N BOSWORTH AVE,214000.0
49,2017,Street Resurfacing,AVE ON N RAVENSWOOD AVE FROM W GREENLEAF AVE (7040 N) TO W,30791.93
49,2017,Street Resurfacing,LUNT AVE ON N WAYNE AVE FROM W PRATT BLVD (6800 N) TO W FARWELL AVE,38380.49
49,2017,Street Resurfacing,W BIRCHWOOD AVE & N EASTLAKE TER,17211.2
49,2017,Street Resurfacing,TER ON N PAULINA ST FROM W CHASE AVE (7300 N) TO W SHERWIN AVE,28360.99
49,2017,Street Resurfacing,7635-7649 N EASTLAKE TER,12638.74
49,2017,Unknown,MENU BUDGET,1320000.0
49,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
49,2017,Unknown,WARD 2017 BALANCE,0.01
