ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
1,2017,Alley Resurfacing,W CHICAGO AVE & N BISHOP ST&W FRY ST & N GREENVIEW AVE,12838.14,ward1_2017_001,True,41.89656591666975,-87.66425779787842,0.9
1,2017,Alley Speed Hump,& N FRANCISCO AVE,2800.0,ward1_2017_002,True,,,0.0
1,2017,Arterial Street Bump Outs,N DAMEN AVE & W PIERCE AVE:N DAMEN AVE & W LE MOYNE ST,120000.0,ward1_2017_003,True,,,0.0
1,2017,Concrete Alley,ROCKWELL ST,264000.0,ward1_2017_004,True,,,0.0
1,2017,Concrete Alley,2828 W BLOOMINGDALE AVE,120000.0,ward1_2017_005,True,41.91397645612513,-87.69812301346151,0.88
1,2017,Curb & Gutter,1657 W ERIE ST,18546.48,ward1_2017_006,True,41.89313909,-87.66940252,0.97
1,2017,Curb & Gutter,W WABANSIA AVE & N CALIFORNIA AVE,14360.21,ward1_2017_007,True,41.91235755577759,-87.69704794062454,0.95
1,2017,Unknown,N CALIFORNIA AVE & W SHAKESPEARE AVE,600.0,ward1_2017_008,True,41.9206433495888,-87.69729115900259,0.95
1,2017,Unknown,N CALIFORNIA AVE & W ALTGELD ST,600.0,ward1_2017_009,True,41.92662980205131,-87.69746423203405,0.95
1,2017,Unknown,N CALIFORNIA AVE & W PALMER ST,350.0,ward1_2017_010,True,41.921689308975935,-87.69732044430036,0.95
1,2017,Unknown,W MEDILL AVE & N MILWAUKEE AVE,350.0,ward1_2017_011,True,41.923832077347384,-87.69886686655224,0.95
1,2017,Unknown,N MILWAUKEE AVE & N HONORE ST,600.0,ward1_2017_012,True,41.90896884297658,-87.67526419804828,0.95
1,2017,Unknown,N DAMEN AVE & W HURON ST,600.0,ward1_2017_013,True,41.89409355111722,-87.67700048717954,0.95
1,2017,Unknown,N DAMEN AVE & W EVERGREEN AVE,600.0,ward1_2017_014,True,41.906009229339446,-87.6773409161728,0.95
1,2017,Unknown,N DAMEN AVE & W LE MOYNE ST,600.0,ward1_2017_015,True,,,0.0
1,2017,Unknown,N HOYNE AVE & W DIVISION ST,350.0,ward1_2017_016,True,41.90314674511196,-87.67969985673835,0.95
1,2017,Unknown,W DIVISION ST & N PAULINA ST,350.0,ward1_2017_017,True,41.90329820921788,-87.67042546816337,0.95
1,2017,Unknown,N PAULINA ST & W AUGUSTA BLVD,350.0,ward1_2017_018,True,41.89966868266693,-87.66983935684577,0.95
1,2017,Unknown,N CALIFORNIA AVE & W ALTGELD ST,600.0,ward1_2017_019,True,41.92662980205131,-87.69746423203405,0.95
1,2017,Unknown,N DAMEN AVE & W HURON ST,600.0,ward1_2017_020,True,41.89409355111722,-87.67700048717954,0.95
1,2017,Unknown,N CALIFORNIA AVE & W SHAKESPEARE AVE,600.0,ward1_2017_021,True,41.9206433495888,-87.69729115900259,0.95
1,2017,Unknown,W DIVISION ST & N PAULINA ST,350.0,ward1_2017_022,True,41.90329820921788,-87.67042546816337,0.95
1,2017,Unknown,W DIVISION ST & N WOLCOTT AVE,600.0,ward1_2017_023,True,41.903230183021435,-87.67482205342465,0.95
1,2017,Unknown,W MEDILL AVE & N MILWAUKEE AVE,350.0,ward1_2017_024,True,41.923832077347384,-87.69886686655224,0.95
1,2017,Unknown,LaSalle II School Playground Drinking Fountain 1148 N HONORE ST,9300.0,ward1_2017_025,True,,,0.0
1,2017,Unknown,Miscellaneous CDOT Projects (2017) CALIFORNIA AVE,634.0,ward1_2017_026,True,,,0.0
1,2017,Unknown,50/50 Neighborhood Arts Program,20000.0,ward1_2017_027,True,,,0.0
1,2017,Unknown,Neighborhood Infrastructure - Housing,37711.0,ward1_2017_028,True,,,0.0
1,2017,Pedestrian Countdown Signal,W NORTH AVE & N DAMEN AVE,50888.0,ward1_2017_029,True,,,0.0
1,2017,Street Resurfacing,ON N WOOD ST FROM W BEACH AVE (1420 N) TO W JULIAN ST,19187.76,ward1_2017_030,True,,,0.88
1,2017,Street Resurfacing,ON W OHIO ST FROM N ELIZABETH ST (1300 W) TO N ADA ST,36449.95,ward1_2017_031,True,,,0.88
1,2017,Street Resurfacing,BLOOMINGDALE AVE ON N CLAREMONT AVE FROM W HIRSCH ST (1400 N) TO W POTOMAC,53811.51,ward1_2017_032,True,,,0.88
1,2017,Street Resurfacing,AVE ON N JONES ST FROM W LOGAN BLVD (2633 N) TO N WESTERN AVE,53575.2,ward1_2017_033,True,,,0.88
1,2017,Street Resurfacing,AVE ON W OHIO ST FROM N ARMOUR ST (1500 W) TO N ASHLAND AVE,25443.16,ward1_2017_034,True,,,0.88
1,2017,Street Resurfacing,CORTLAND ST ON N CLAREMONT AVE FROM W NORTH AVE (1600 N) TO W LE MOYNE,49102.24,ward1_2017_035,True,,,0.88
1,2017,Street Speed Hump,BLOOMINGDALE AVE ON W SUPERIOR ST FROM N DAMEN AVE (2000 W) TO N WOLCOTT AVE,3700.0,ward1_2017_036,True,,,0.88
1,2017,Traffic Signal LED Upgrade,N WESTERN AVE & W LYNDALE ST,14000.0,ward1_2017_037,True,41.922467390879234,-87.6875666393947,0.95
1,2017,Unknown,Tree Planting,50000.0,ward1_2017_038,True,,,0.0
