ward,year,category,location,cost
33,2017,Alley Apron,3010 W BERTEAU AVE,13000.48
33,2017,Alley Apron,3113 N RICHMOND ST,13800.43
33,2017,Alley Apron,4615 N FRANCISCO AVE,11729.4
33,2017,Alley Apron,2915 W BERTEAU AVE,18333.34
33,2017,Alley Apron,3614 N ALBANY AVE,8678.13
33,2017,Alley Apron,3615 N ALBANY AVE,8278.64
33,2017,Alley Apron,3253 W SUNNYSIDE AVE,10236.65
33,2017,Alley Apron,3118 N RICHMOND ST,13595.19
33,2017,Alley Apron,ON W BYRON ST FROM 3062 W TO N WHIPPLE ST,13304.43
33,2017,Alley Apron,2814 N CAMPBELL AVE,11950.81
33,2017,Alley Apron,2911 W FLETCHER ST,11391.8
33,2017,Alley Apron,3444 W LELAND AVE,11004.49
33,2017,Alley Apron,2729 W BARRY AVE,22000.94
33,2017,Alley Apron,2913 N WHIPPLE ST,14601.25
33,2017,Alley Apron,2813 N FRANCISCO AVE,11544.55
33,2017,Alley Apron,2813 N CAMPBELL AVE N CALIFORNIA AVE & W NELSON ST&N FRANCISCO AVE & W,12728.79
33,2017,Alley Resurfacing,WELLINGTON AVE,32527.4
33,2017,Alley Resurfacing,N ELSTON AVE & N WHIPPLE ST&N ALBANY AVE & W ROSCOE ST,35159.45
33,2017,Alley Resurfacing,W ARGYLE ST & N DRAKE AVE:N ST LOUIS AVE & W AINSLIE ST,38230.82
33,2017,Alley Resurfacing,AVE W HENDERSON ST & N CALIFORNIA AVE&N ELSTON AVE & W ROSCOE,18000.0
33,2017,Alley Resurfacing,MOZART ST,30573.49
33,2017,Alley Resurfacing,W AINSLIE ST & N ALBANY AVE&W ARGYLE ST & N WHIPPLE ST,27179.16
33,2017,Alley Speed Hump,AVE & W BELMONT AVE W HENDERSON ST & N CALIFORNIA AVE&N ELSTON AVE & W ROSCOE,700.0
33,2017,Unknown,Bus Pad (2017) N KIMBALL AVE & W LAWRENCE AVE,17717.89
33,2017,Unknown,Roosevelt High School - Capital Projects 3436 W WILSON AVE,10000.0
33,2017,Unknown,Reading and Learning Center 4929 N SAWYER AVE,16000.0
33,2017,Unknown,Linne Elementary - Playground 3221 N SACRAMENTO AVE,64802.23
33,2017,Curb & Gutter,4141-4147 N FRANCISCO AVE,10047.51
33,2017,Curb & Gutter,4216 N MOZART ST,13114.22
33,2017,High Definition Camera,3520 N SACRAMENTO AVE,27011.0
33,2017,Left-Turn Arrow,W IRVING PARK RD & N KEDZIE AVE,45780.0
33,2017,Unknown,Miscellaneous CDOT Projects (2017) 3622 N WHIPPLE ST,490.0
33,2017,Unknown,50/50 Neighborhood Arts Program,5000.0
33,2017,Sidewalk,3934 N ALBANY AVE,3672.77
33,2017,Sidewalk,W GRACE ST & N TROY ST,1005.95
33,2017,Unknown,W ARGYLE ST & N ALBANY AVE:W ARGYLE ST & N TROY ST,6000.0
33,2017,Unknown,TO N KEDZIE AVE,270000.0
33,2017,Street Light Upgrade,4256 N WHIPPLE ST ON W FLETCHER ST FROM N ROCKWELL ST (2600 W) TO N WASHTENAW,500.0
33,2017,Street Resurfacing,AVE ON W GEORGE ST FROM N WESTERN AVE (2400 W) TO N CAMPBELL,45865.27
33,2017,Street Resurfacing,AVE ON W WELLINGTON AVE FROM N SACRAMENTO AVE (3000 W) TO N,65251.37
33,2017,Street Resurfacing,ALBANY AVE ON N RICHMOND ST FROM W BYRON ST (3900 N) TO W IRVING PARK RD,45937.41
33,2017,Unknown,Wilson Mural 2755 W WILSON AVE:2700 W WILSON AVE,10000.0
33,2017,Unknown,MENU BUDGET,1320000.0
33,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
33,2017,Unknown,WARD 2017 BALANCE,0.01
