ward,year,category,location,cost
48,2017,ADA - Street Resurfacing,AVE,14490.0
48,2017,Alley Apron,1040 W AINSLIE ST,5834.9
48,2017,Alley Apron,1217 W CATALPA AVE,11968.23
48,2017,Alley Apron,5616 N GLENWOOD AVE,10447.85
48,2017,Alley Apron,1415 W BRYN MAWR AVE,11703.48
48,2017,Alley Apron,5657 N GLENWOOD AVE,17899.17
48,2017,Alley Apron,5646 N WAYNE AVE,9228.63
48,2017,Alley Apron,1415 W GREGORY ST,6903.88
48,2017,Alley Apron,1340 W ROSEMONT AVE,11244.33
48,2017,Alley Apron,1023 W THORNDALE AVE,10060.74
48,2017,Alley Apron,1052 W THORNDALE AVE,10624.98
48,2017,Alley Apron,1053 W THORNDALE AVE,8130.21
48,2017,Alley Apron,5718 N GLENWOOD AVE,8903.8
48,2017,Alley Apron,1042 W GLENLAKE AVE,8771.51
48,2017,Alley Resurfacing,W HOOD AVE & N BROADWAY&W GRANVILLE AVE & N LAKEWOOD AVE,5553.01
48,2017,Alley Resurfacing,GREENVIEW AVE,6036.98
48,2017,Alley Resurfacing,1310 W BRYN MAWR AVE:5617 N WAYNE AVE,4992.61
48,2017,Alley Resurfacing,1533 W THORNDALE AVE,8304.04
48,2017,Alley Speed Hump,AVE & W NORWOOD ST,4200.0
48,2017,Alley Speed Hump,6140 N BROADWAY,2100.0
48,2017,Alley Speed Hump,6140 N BROADWAY ON N BROADWAY FROM W HOOD AVE (6147 N) TO W GLENLAKE AVE,1400.0
48,2017,Arterial Street Bump Outs,N WAYNE AVE & N RIDGE AVE,30000.0
48,2017,Arterial Street Bump Outs,N BROADWAY & W DEVON AVE,125000.0
48,2017,Bike Lane/Marked Shared Lane,Bike Lane/Marked Shared Lane Menu (2017) BROADWAY,7500.0
48,2017,Bike Lane/Marked Shared Lane,Bike Lane/Marked Shared Lane Menu (2017),10000.0
48,2017,Unknown,Bus Pad (2017) 5555 N SHERIDAN RD,15914.16
48,2017,Unknown,Cedar Park Improvements 5311 N WINTHROP AVE,25000.0
48,2017,Curb & Gutter,1225 W GRANVILLE AVE,11270.68
48,2017,Curb & Gutter,1331-1339 W ELMDALE AVE,1557.32
48,2017,Unknown,Avenue W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,33900.0
48,2017,Floodlight,N WINTHROP AVE & W WINONA ST,900.0
48,2017,Floodlight,N BRYN MAWR AV LSD ER,600.0
48,2017,Signs,W DEVON AVE & N BOSWORTH AVE,5000.0
48,2017,Signs,W FARRAGUT AVE & N CLARK ST,350.0
48,2017,Signs,N CLARK ST & W OLIVE AVE,600.0
48,2017,Signs,N CLARK ST & W HOLLYWOOD AVE,600.0
48,2017,Signs,N CLARK ST & W RASCHER AVE,600.0
48,2017,Signs,N CLARK ST & W SUMMERDALE AVE,600.0
48,2017,Signs,W DEVON AVE & N WAYNE AVE,600.0
48,2017,Signs,W DEVON AVE & N LAKEWOOD AVE,350.0
48,2017,Signs,W DEVON AVE & N BOSWORTH AVE,600.0
48,2017,Unknown,Miscellaneous CDOT Projects (2017) W ARDMORE AVE & N SHERIDAN RD,3315.25
48,2017,Unknown,50/50 Neighborhood Arts Project,10000.0
48,2017,Unknown,Mural at Berwyn/LSD Viaduct W BERWYN AVE & N SHERIDAN RD,25000.0
48,2017,Unknown,Mural at Peirce Elementary School 1423 W BRYN MAWR AVE,18900.0
48,2017,Pavement Markings,Pavement Markings Menu (2017) N SHERIDAN RD & W ARDMORE AVE,1700.0
48,2017,Pedestrian Refuge Island,W HOOD AVE & N BROADWAY,60000.0
48,2017,Pedestrian Refuge Island,W NORWOOD ST & N BROADWAY,60000.0
48,2017,Pedestrian Refuge Island,W ROSEDALE AVE & N BROADWAY,60000.0
48,2017,Unknown,Sculpture - Broadway Armory Park 5917 N BROADWAY,18000.0
48,2017,Unknown,Ward 48 Senn Park Play-lot 5887 N RIDGE AVE,53580.0
48,2017,Sidewalk,W THOME AVE & N GLENWOOD AVE,25547.54
48,2017,Sidewalk,6216 N GLENWOOD AVE,3384.0
48,2017,Sidewalk,6154 N GLENWOOD AVE,22509.1
48,2017,Sidewalk,N BROADWAY & W THORNDALE AVE,5051.18
48,2017,Sidewalk,1066 W AINSLIE ST,18748.49
48,2017,Sidewalk,1123 W THORNDALE AVE,479.26
48,2017,Sidewalk,1500 W ELMDALE AVE,7423.03
48,2017,Sidewalk,1433 W RASCHER AVE,1185.1
48,2017,Street Bump Outs,ON W ELMDALE AVE FROM 1207 W TO N BROADWAY,18836.05
48,2017,Street Bump Outs,1263 W THORNDALE AVE,30000.0
48,2017,Street Bump Outs,N WAYNE AVE & W HOLLYWOOD AVE,21549.15
48,2017,Street Bump Outs,W THORNDALE AVE & N CLARK ST,23230.93
48,2017,Street Light Pole Painting,AVE ON W ARGYLE ST FROM N MARINE DR (820 W) TO N SHERIDAN RD,3600.0
48,2017,Street Light Pole Painting,FOSTER AVE ON N LAKEWOOD AVE FROM W BRYN MAWR AVE (5600 N) TO W,3400.0
48,2017,Street Light Pole Painting,FOSTER AVE ON N SHERIDAN RD FROM W HOLLYWOOD AVE (5699 N) TO W CATALPA,3500.0
48,2017,Street Light Pole Painting,AVE ON N WAYNE AVE FROM W ARDMORE AVE (5900 N) TO W EARLY AVE,2300.0
48,2017,Street Resurfacing,AVE ON W ARDMORE AVE FROM N LAKE SHORE DR (900 W) TO N SHERIDAN,30189.03
48,2017,Street Resurfacing,AVE ON W THORNDALE AVE FROM N SHERIDAN RD (1000 W) TO N,65808.88
48,2017,Street Resurfacing,BROADWAY ON W BALMORAL AVE FROM N BROADWAY (1200 W) TO N KENMORE,115626.6
48,2017,Unknown,Trees (DSS) - various locations in the ward,30000.0
