ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
29,2017,Alley Resurfacing,N RUTHERFORD AVE & W ARMITAGE AVE,27281.05,ward1_2017_001,True,41.916322811728925,-87.79379135566872,0.95
29,2017,Alley Resurfacing,MCVICKER AVE W WEST END AVE & N MASON AVE&W WASHINGTON BLVD & N,34347.74,ward1_2017_002,True,,,0.0
29,2017,Alley Resurfacing,AUSTIN BLVD,20555.32,ward1_2017_003,True,,,0.0
29,2017,Alley Resurfacing,N HARLEM AVE & W PALMER ST,34944.42,ward1_2017_004,True,41.919855629173604,-87.8061223777673,0.95
29,2017,Alley Resurfacing,N PARKSIDE AVE & W CHICAGO AVE:N WALLER AVE & W IOWA ST,32590.14,ward1_2017_005,True,,,0.0
29,2017,Alley Speed Hump,N NEVA AVE,700.0,ward1_2017_006,True,,,0.0
29,2017,Alley Speed Hump,1325 N MASSASOIT AVE,700.0,ward1_2017_007,True,41.90469023,-87.76913698,0.97
29,2017,Alley Speed Hump,4842 W VAN BUREN ST,700.0,ward1_2017_008,True,41.87516172,-87.74680194,0.97
29,2017,Alley Speed Hump,N PARKSIDE AVE & W HIRSCH ST&N CENTRAL AVE & W POTOMAC AVE,1400.0,ward1_2017_009,True,41.904847285251975,-87.76635756215467,0.9
29,2017,Alley Speed Hump,AVE:7000 W NORTH AVE,1400.0,ward1_2017_010,True,,,0.0
29,2017,Alley Speed Hump,1752 N MELVINA AVE W WEST END AVE & N MASON AVE&W WASHINGTON BLVD & N,700.0,ward1_2017_011,True,,,0.0
29,2017,Curb & Gutter,AVE,13.41,ward1_2017_012,True,,,0.0
29,2017,Unknown,Street W LAKE ST & N CENTRAL AVE,54008.9,ward1_2017_013,True,41.88772889629654,-87.76511941642275,0.95
29,2017,Unknown,50/50 Neighborhood Arts Project,10000.0,ward1_2017_014,True,,,0.0
29,2017,Pavement Markings,Pavement Markings Menu (2017) 5212 W HARRISON ST,2700.0,ward1_2017_015,True,,,0.0
29,2017,Pedestrian Refuge Island,W NORTH AVE & N MANGO AVE,60000.0,ward1_2017_016,True,,,0.0
29,2017,Sidewalk,1848 N NASHVILLE AVE,8583.05,ward1_2017_017,True,41.9141697,-87.79032164,0.97
29,2017,Sidewalk,4949 W POLK ST,22615.9,ward1_2017_018,True,41.87002285,-87.74887771,0.97
29,2017,Sidewalk,5304 W MONROE ST,3474.62,ward1_2017_019,True,41.87957963,-87.75796019,0.97
29,2017,Sidewalk,7050 W BELMONT AVE ON N MENARD AVE FROM W WABANSIA AVE (1700 N) TO W,25889.35,ward1_2017_020,True,,,0.0
29,2017,Street Resurfacing,BLOOMINGDALE AVE ON W THOMAS ST FROM N MAYFIELD AVE (5900 W) TO N MONITOR,43398.37,ward1_2017_021,True,,,0.88
29,2017,Street Resurfacing,AVE ON N MEADE AVE FROM W BLOOMINGDALE AVE (1800 N) TO W,24101.25,ward1_2017_022,True,,,0.0
29,2017,Street Resurfacing,WABANSIA AVE ON W THOMAS ST FROM N MONITOR AVE (5830 W) TO N MENARD AVE,47827.26,ward1_2017_023,True,,,0.88
29,2017,Street Resurfacing,AVE ON W WABANSIA AVE FROM N MOBILE AVE (6300 W) TO N MERRIMAC,24447.17,ward1_2017_024,True,,,0.88
29,2017,Street Resurfacing,AVE ON W BLOOMINGDALE AVE FROM N NEVA AVE (7150 W) TO N SAYRE,12488.72,ward1_2017_025,True,,,0.88
