ward,year,category,location,cost
24,2017,Alley Resurfacing,1303 S SPAULDING AVE,26160.26
24,2017,Alley Resurfacing,W OGDEN AVE & S MILLARD AVE&W 16TH ST & S LAWNDALE AVE,97720.36
24,2017,Alley Resurfacing,AVE,44469.16
24,2017,Alley Speed Hump,W ROOSEVELT RD & S ALBANY AVE&W 13TH ST & S TROY ST,1400.0
24,2017,Unknown,Douglas Park Playground 1401 S SACRAMENTO DR,20743.0
24,2017,Unknown,Miscellaneous CDOT Projects (2017) KEELER AVE,16310.06
24,2017,Unknown,50/50 Neighborhood Arts Project,10000.0
24,2017,Pedestrian Countdown Signal,S KEDZIE AVE & W ROOSEVELT RD,26710.0
24,2017,Sidewalk,1303 S SPAULDING AVE,5733.3
24,2017,Street Resurfacing,BLVD ON W POLK ST FROM S KEDZIE AVE (3200 W) TO S HOMAN AVE (3400,202906.49
24,2017,Street Resurfacing,PARK AVE ON S TRUMBULL AVE FROM W DOUGLAS BLVD (1400 S) TO W 15TH ST,46986.55
24,2017,Street Resurfacing,1200 S SPRINGFIELD AVE,47783.26
24,2017,Street Speed Hump,ON S FAIRFIELD AVE FROM W 18 ST (1800 S) TO W 19 ST,3700.0
24,2017,Street Speed Hump,TO W OGDEN AVE ON S MILLARD AVE FROM W ROOSEVELT RD (1200 S) TO W 13TH ST,5550.0
24,2017,Street Speed Hump,INDEPENDENCE BLVD ON W GRENSHAW ST FROM S INDEPENDENCE BLVD (3800 W) TO S,7400.0
24,2017,Street Speed Hump,SPRINGFIELD AVE,3700.0
24,2017,Street Speed Hump,ON S ST LOUIS AVE FROM W 15TH ST (1500 S) TO W 16TH ST,3700.0
24,2017,Street Speed Hump,ON S FAIRFIELD AVE FROM W 16TH ST (1600 S) TO W 18TH ST,3700.0
