ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
22,2017,Alley Resurfacing,2307 S HOMAN AVE,33417.95,ward1_2017_001,True,41.84962877,-87.70984026,0.97
22,2017,Alley Resurfacing,2651 S CENTRAL PARK AVE,50124.05,ward1_2017_002,True,41.84290829,-87.71445761,0.97
22,2017,Alley Resurfacing,2609 S ST LOUIS AVE,36575.1,ward1_2017_003,True,,,0.0
22,2017,Alley Resurfacing,2627 S TRUMBULL AVE,15748.17,ward1_2017_004,True,41.843614226218946,-87.7111068486223,0.88
22,2017,Alley Resurfacing,2815 S TRUMBULL AVE,39682.3,ward1_2017_005,True,41.84032636,-87.71078416,0.97
22,2017,Alley Resurfacing,3003 S HOMAN AVE,34537.3,ward1_2017_006,True,41.83879173,-87.7095307,0.97
22,2017,Alley Resurfacing,2807 S HOMAN AVE,41935.14,ward1_2017_007,True,41.84055375,-87.70957458,0.97
22,2017,Alley Resurfacing,2707 S HOMAN AVE,41807.78,ward1_2017_008,True,41.84237554,-87.70962661,0.97
22,2017,Alley Resurfacing,2800 S SAWYER AVE,42686.08,ward1_2017_009,True,41.84074222,-87.70638824,0.97
22,2017,Alley Resurfacing,2513 S CENTRAL PARK AVE,36524.16,ward1_2017_010,True,41.84573701,-87.71457624,0.97
22,2017,Alley Resurfacing,3021 S KOSTNER AVE,42178.07,ward1_2017_011,True,41.83795527,-87.73386194,0.97
22,2017,Alley Resurfacing,2816 S KARLOV AVE,34792.03,ward1_2017_012,True,41.83992802,-87.72730102,0.97
22,2017,Alley Resurfacing,2810 S KOMENSKY AVE,42291.75,ward1_2017_013,True,41.84015354,-87.72592608,0.97
22,2017,Alley Resurfacing,2736 S PULASKI RD,42991.75,ward1_2017_014,True,41.84127511,-87.72473378,0.97
22,2017,Alley Resurfacing,3001 S HARDING AVE,34741.08,ward1_2017_015,True,41.8386345,-87.72292349,0.97
22,2017,Alley Resurfacing,2801 S HAMLIN AVE,41986.08,ward1_2017_016,True,41.84050142,-87.71922443,0.97
22,2017,Alley Resurfacing,2700 S CENTRAL PARK AVE,34944.86,ward1_2017_017,True,41.84243551,-87.71503508,0.97
22,2017,Alley Resurfacing,S RIDGEWAY AVE & W 23RD ST:S HAMLIN AVE & W CERMAK RD,50836.3,ward1_2017_018,True,,,0.0
22,2017,Alley Resurfacing,S AVERS AVE & W CERMAK RD&S SPRINGFIELD AVE & W 24TH ST,39195.96,ward1_2017_019,True,41.849773146630426,-87.72164648479796,0.9
22,2017,Alley Resurfacing,S KARLOV AVE & W 24TH ST&S PULASKI RD & W 24TH PL,42125.69,ward1_2017_020,True,41.84760331312202,-87.70674358258424,0.9
22,2017,Alley Resurfacing,S MILLARD AVE & W 25TH ST&S CENTRAL PARK AVE & W 26TH ST,34041.08,ward1_2017_021,True,41.84529423148412,-87.71542453494156,0.9
22,2017,Alley Resurfacing,S KILDARE AVE & W 28TH ST&S KOLIN AVE & W 30TH ST,11715.64,ward1_2017_022,True,41.839549595020884,-87.73232717520823,0.9
22,2017,Alley Speed Hump,27TH ST,700.0,ward1_2017_023,True,,,0.0
22,2017,Bollard,3024 S LAWNDALE AVE,15101.87,ward1_2017_024,True,41.838119269668105,-87.71706273859293,0.88
22,2017,Bollard,3024 S LAWNDALE AVE,2000.0,ward1_2017_025,True,41.838119269668105,-87.71706273859293,0.88
22,2017,Floodlight,2303 S KILDARE AVE ON S SPRINGFIELD AVE FROM W 24TH ST (2400 S) TO W 26TH ST (2600,900.0,ward1_2017_026,True,,,0.0
22,2017,Unknown,Miscellaneous CDOT Projects (2017) S),634.0,ward1_2017_027,True,,,0.0
22,2017,Unknown,50/50 Neighborhood Arts Program,10000.0,ward1_2017_028,True,,,0.0
22,2017,Sidewalk,3656 W 31ST ST,2678.3,ward1_2017_029,True,41.83701397640257,-87.71689045305018,0.88
22,2017,Sidewalk,3100 S LAWNDALE AVE,4670.22,ward1_2017_030,True,41.83686459,-87.71756647,0.97
22,2017,Sidewalk,2807 S KENNETH AVE,3202.99,ward1_2017_031,True,41.84015732,-87.73513316,0.97
22,2017,Sidewalk,2255 S AVERS AVE,7673.37,ward1_2017_032,True,41.84997478039758,-87.7210480543468,0.88
22,2017,Street Resurfacing,ON S LAMON AVE FROM W 49TH ST (4900 S) TO W 50TH ST,46160.54,ward1_2017_033,True,,,0.0
22,2017,Street Resurfacing,ON S LA CROSSE AVE FROM W 45TH ST (4500 S) TO W 46TH ST,64921.04,ward1_2017_034,True,,,0.0
22,2017,Street Resurfacing,ON S HOMAN AVE FROM W 28TH ST (2800 S) TO W 30TH ST,58190.32,ward1_2017_035,True,,,0.0
22,2017,Street Resurfacing,On S LAMON AVE FROM W 45TH ST (4499 S) TO W 46TH ST,51105.57,ward1_2017_036,True,,,0.0
22,2017,Unknown,Vittum Park - Skate Park 5010 W 50TH ST,125000.0,ward1_2017_037,True,,,0.0
