ward,year,category,location,cost
8,2017,Floodlight,1645 E 79TH ST,800.0
8,2017,Unknown,50/50 Neighborhood Arts Project,10000.0
8,2017,Sidewalk,8517 S OGLESBY AVE,4844.8
8,2017,Sidewalk,8814 S CREGIER AVE,577.53
8,2017,Sidewalk,8960 S EAST END AVE,22665.96
8,2017,Sidewalk,7759 S DOBSON AVE,8976.7
8,2017,Sidewalk,8126 S BENNETT AVE,4023.8
8,2017,Sidewalk,8022 S JEFFERY BLVD,1065.37
8,2017,Sidewalk,8315-8317 S OGLESBY AVE,3299.45
8,2017,Sidewalk,8614 S CREGIER AVE,9962.91
8,2017,Unknown,AVE,102200.0
8,2017,Unknown,ON S CREGIER AVE FROM E 89TH ST (8900 S) TO E 91ST ST,97200.0
8,2017,Unknown,ON S RIDGELAND AVE FROM E 87TH PL (8730 S) TO E 89TH ST,125000.0
8,2017,Unknown,ON S BENNETT AVE FROM E 77TH ST (7700 S) TO E 78TH ST,83000.0
8,2017,Unknown,ON S CONSTANCE AVE FROM E 83RD ST (8300 S) TO E 84TH ST,83000.0
8,2017,Street Light Upgrade,ON S CONSTANCE AVE FROM E 91ST ST (9100 S) TO E 92ND ST,2500.0
8,2017,Street Light Upgrade,8958 S JEFFERY BLVD,500.0
8,2017,Street Resurfacing,ON S DORCHESTER AVE FROM E 89TH ST (8900 S) TO E 90TH ST,49314.79
8,2017,Street Resurfacing,ON S HARPER AVE FROM E 88TH ST (8800 S) TO E 89TH ST,54006.02
8,2017,Street Resurfacing,ON S HARPER AVE FROM E 87TH ST (8700 S) TO E 88TH ST,48935.2
8,2017,Street Resurfacing,ON S HARPER AVE FROM E 90TH ST (9000 S) TO E 89TH ST,61049.6
8,2017,Street Resurfacing,ON S DANTE AVE FROM E 88TH ST (8800 S) TO E 89TH ST,48051.03
8,2017,Street Resurfacing,ON S CONSTANCE AVE FROM E 73RD ST (7300 S) TO E 75TH ST,92192.43
8,2017,Street Resurfacing,ON S CORNELL AVE FROM E 76TH ST (7600 S) TO E 79TH ST,115951.99
8,2017,Street Resurfacing,ON S DOBSON AVE FROM E 79TH ST (7900 S) TO E 80TH ST,32019.71
8,2017,Street Speed Hump,TO S RIDGELAND AVE,3700.0
8,2017,Street Speed Hump,ON S RIDGELAND AVE FROM E 87TH PL (8730 S) TO E 88TH ST,1850.0
8,2017,Unknown,MENU BUDGET,1320000.0
8,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
8,2017,Unknown,WARD 2017 BALANCE,0.01
