ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
19,2017,Alley Apron,1519 W 105TH ST,12601.28,ward1_2017_001,True,41.70288847,-87.66052246,0.97
19,2017,Curb & Gutter,W 116TH ST & S ST LOUIS AVE,10341.67,ward1_2017_002,True,,,0.0
19,2017,Curb & Gutter,S CAMPBELL AVE & W 112TH ST,10378.67,ward1_2017_003,True,41.68978690853169,-87.6835875839764,0.95
19,2017,Curb & Gutter,ON W 98TH ST FROM S HOYNE AVE (2100 W) TO S SEELEY AVE,29923.79,ward1_2017_004,True,,,0.0
19,2017,Unknown,50/50 Neighborhood Arts Project,8000.0,ward1_2017_005,True,,,0.0
19,2017,Street Resurfacing,ON S TROY ST FROM W 109TH ST (10900 S) TO W 111TH ST,126205.73,ward1_2017_006,True,,,0.0
19,2017,Street Resurfacing,ON S RIDGEWAY AVE FROM 10600 S TO W 107TH ST,31705.91,ward1_2017_007,True,,,0.0
19,2017,Street Resurfacing,ON S OAKLEY BLVD FROM W 99TH ST (9900 S) TO W 100TH ST,39841.0,ward1_2017_008,True,,,0.0
19,2017,Street Resurfacing,ON S BELL AVE FROM W 106TH ST (10600 S) TO W 107TH ST,55259.77,ward1_2017_009,True,,,0.0
19,2017,Street Resurfacing,ON S DAMEN AVE FROM W 95TH ST (9500 S) TO W 96TH ST,33625.6,ward1_2017_010,True,,,0.0
19,2017,Street Resurfacing,TO W 103RD ST,53079.32,ward1_2017_011,True,,,0.0
19,2017,Street Resurfacing,ON E 98TH ST FROM S DAMEN AVE (2000 W) TO S HOYNE AVE,30576.84,ward1_2017_012,True,,,0.0
19,2017,Street Resurfacing,W 104TH PL & S MAPLEWOOD AVE,20148.15,ward1_2017_013,True,41.7045330746312,-87.68527481160126,0.95
19,2017,Street Resurfacing,ON S LEAVITT ST FROM W 93RD ST (9300 S) TO W 92ND PL,12392.56,ward1_2017_014,True,,,0.0
