ward,year,category,location,cost
41,2017,Alley Speed Hump,7250 W TOUHY AVE,700.0
41,2017,Unknown,Community Gardens N CALDWELL AVE & W DEVON AVE,12000.0
41,2017,Curb & Gutter,7220 W CLARENCE AVE,4295.9
41,2017,Curb & Gutter,7256 W CLARENCE AVE,3581.47
41,2017,Curb & Gutter,7714 W CHASE AVE,10183.3
41,2017,Curb & Gutter,6736 N ODELL AVE,3179.37
41,2017,Curb & Gutter,6946 W ARGYLE ST,9597.99
41,2017,Curb & Gutter,6228 N HARLEM AVE,2760.87
41,2017,Diagonal Parking,N LEOTI AVE & N MCALPIN AVE,20801.26
41,2017,Diagonal Parking,N CENTRAL AVE & N IONIA AVE,37505.58
41,2017,Unknown,Grandparent's Park Fence 5445 N CHESTER AVE,30000.0
41,2017,High Definition Camera,5430 N OLCOTT AVE,27011.0
41,2017,Unknown,Miscellaneous CDOT Projects (2017) 5320 W DEVON AVE,12000.0
41,2017,Unknown,50/50 Neighborhood Arts Program,5000.0
41,2017,Sidewalk,6757 N OKETO AVE,9672.08
41,2017,Sidewalk,5951 N NINA AVE,3823.33
41,2017,Sidewalk,7357 N OKETO AVE ON N OLIPHANT AVE FROM N OLMSTED AVE (6700 N) TO N NORTHWEST,10262.86
41,2017,Sidewalk,HWY ON W MYRTLE AVE FROM N OLCOTT AVE (7500 W) TO N ORIOLE AVE,66187.79
41,2017,Sidewalk,HWY,13140.71
41,2017,Sidewalk,7309 N ODELL AVE ON W TOUHY AVE FROM N HARLEM AVE (7200 W) TO N OZANAM AVE,5328.84
41,2017,Street Resurfacing,HURLBUT ST ON W HAYES AVE FROM N OAK PARK AVE (6800 W) TO N NORMANDY,38434.23
41,2017,Street Resurfacing,AVE ON W FITCH AVE FROM N ODELL AVE (7400 W) TO N OCTAVIA AVE,23659.54
41,2017,Street Resurfacing,AVE ON N LOLETA AVE FROM N HIAWATHA AVE (6800 N) TO N LEHIGH AVE,48091.7
41,2017,Street Resurfacing,AVE ON W CATALPA AVE FROM N OKETO AVE (7400 W) TO N ODELL AVE,41189.41
41,2017,Street Resurfacing,NOTTINGHAM AVE ON N OSCEOLA AVE FROM W TOUHY AVE (7200 N) TO W CHASE AVE,20095.51
41,2017,Street Speed Hump,:6340 N OAK PARK AVE,3700.0
41,2017,Street Speed Hump,N) TO W BERWYN AVE ON W CATALPA AVE FROM N CUMBERLAND AVE (8400 W) TO N,3700.0
41,2017,Street Speed Hump,CHESTER AVE ON N NATOMA AVE FROM W DEVON AVE (6400 N) TO W RAVEN ST,1850.0
