ward,year,category,location,cost
50,2017,Alley Resurfacing,6457 N BELL AVE N MOZART ST & W ROSEMONT AVE&N CALIFORNIA AVE & W,28116.8
50,2017,Alley Speed Hump,GRANVILLE AVE:6201-6225 N MOZART ST,700.0
50,2017,Unknown,Miscellaneous CDOT Projects (2017) 6444 N FRANCISCO AVE,150.0
50,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
50,2017,Pavement Markings,Pavement Markings Menu (2018) 6239 N CALIFORNIA AVE,2600.0
50,2017,Unknown,BLVD,92182.0
50,2017,Street Light Upgrade,6144 N FRANCISCO AVE,500.0
50,2017,Street Light Upgrade,7422 N CLAREMONT AVE,500.0
50,2017,Street Light Upgrade,2211 W TOUHY AVE,500.0
50,2017,Street Light Upgrade,6210 N BERNARD ST,500.0
50,2017,Street Light Upgrade,6320 N FAIRFIELD AVE,500.0
50,2017,Street Light Upgrade,6220 N OAKLEY AVE,500.0
50,2017,Street Light Upgrade,3535 W GLENLAKE AVE ON W ESTES AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO,500.0
50,2017,Street Resurfacing,AVE ON W FARWELL AVE FROM N WASHTENAW AVE (2700 W) TO N,47340.47
50,2017,Street Resurfacing,ROCKWELL ST ON W ESTES AVE FROM N WESTERN AVE (2400 W) TO N ROCKWELL ST,47127.28
50,2017,Street Resurfacing,MAPLEWOOD AVE ON W NORTH SHORE AVE FROM N MOZART ST (2830 W) TO N,20619.25
50,2017,Street Resurfacing,FRANCISCO AVE ON W JARVIS AVE FROM N WASHTENAW AVE (2700 W) TO N,24994.74
50,2017,Street Resurfacing,CALIFORNIA AVE ON W BIRCHWOOD AVE FROM N MAPLEWOOD AVE (2530 W) TO N,48925.54
50,2017,Street Resurfacing,ROCKWELL ST ON N ROCKWELL ST FROM W PRATT BLVD (6800 N) TO W FARWELL AVE,31207.75
50,2017,Street Resurfacing,AVE ON N WHIPPLE ST FROM W NORTH SHORE AVE (6700 N) TO W PRATT,23894.18
50,2017,Street Resurfacing,BLVD ON W COYLE AVE FROM N FRANCISCO AVE (2900 W) TO N,38762.87
50,2017,Street Resurfacing,SACRAMENTO AVE ON W ROSEMONT AVE FROM N CALIFORNIA AVE (2800 W) TO N,48444.35
50,2017,Street Resurfacing,MOZART ST,9848.37
50,2017,Street Resurfacing,3641 W GRANVILLE AVE,8488.36
50,2017,Street Resurfacing,AVE ON N CAMPBELL AVE FROM W COYLE AVE (6930 N) TO W LUNT AVE,51343.87
50,2017,Street Resurfacing,AVE ON N LEAVITT ST FROM W ARTHUR AVE (6500 N) TO W DEVON AVE,70627.41
50,2017,Street Resurfacing,AVE ON W ALBION AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL,50264.86
50,2017,Street Resurfacing,AVE ON N ARTESIAN AVE FROM W NORTH SHORE AVE (6700 N) TO W,42399.1
50,2017,Street Resurfacing,ALBION AVE ON W JARVIS AVE FROM N OAKLEY AVE (2300 W) TO N WESTERN AVE,47789.43
50,2017,Street Speed Hump,BIRCHWOOD AVE ON W ESTES AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO,1850.0
50,2017,Unknown,MENU BUDGET,1320000.0
50,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
50,2017,Unknown,WARD 2017 BALANCE,0.01
