ward,year,category,location,cost
35,2017,Alley Apron,N KILDARE AVE & W CORTLAND ST,12861.23
35,2017,Alley Resurfacing,AVE,39912.0
35,2017,Alley Resurfacing,4100 N MONTICELLO AVE,34347.74
35,2017,Alley Resurfacing,4200 N RIDGEWAY AVE,36575.1
35,2017,Alley Resurfacing,4400 N CENTRAL PARK AVE,29635.33
35,2017,Alley Resurfacing,4400 N KIMBALL AVE,12696.12
35,2017,Alley Resurfacing,3600 W MONTROSE AVE,29844.51
35,2017,Alley Resurfacing,N KILDARE AVE & W ARMITAGE AVE&N LOWELL AVE & W CORTLAND ST,37261.43
35,2017,Alley Resurfacing,N KILDARE AVE & W PALMER ST&N TRIPP AVE & W BELDEN AVE,32030.19
35,2017,Alley Resurfacing,N KILDARE AVE & W PALMER ST&N LOWELL AVE & W BELDEN AVE,24884.21
35,2017,Alley Resurfacing,AVE N KIMBALL AVE & W WELLINGTON AVE&N CHRISTIANA AVE & W BARRY,26824.17
35,2017,Curb & Gutter,2300-2330 N KEELER AVE,52619.42
35,2017,Curb & Gutter,2641 N CENTRAL PARK AVE,2196.79
35,2017,Signs,N MILWAUKEE AVE & N SAWYER AVE,350.0
35,2017,Left-Turn Arrow,N MILWAUKEE AVE & N KIMBALL AVE,89307.0
35,2017,Unknown,50/50 Neighborhoods Arts Project,10000.0
35,2017,Pedestrian Countdown Signal,N CENTRAL PARK AVE & W FULLERTON AVE,20000.0
35,2017,Pedestrian Refuge Island,N KIMBALL AVE & W WELLINGTON AVE,33089.87
35,2017,Street Bump Outs,N KEELER AVE & W DICKENS AVE,51785.62
35,2017,Street Bump Outs,N KEELER AVE & W PALMER ST,41587.92
35,2017,Unknown,3000 N SAWYER AVE,3000.0
35,2017,Unknown,AVE,352000.0
35,2017,Street Resurfacing,W GIDDINGS ST & N HAMLIN AVE,35102.4
35,2017,Street Resurfacing,MONTICELLO AVE,18585.07
35,2017,Street Resurfacing,N MILWAUKEE AVE & N KEDZIE AVE,16369.26
35,2017,Street Resurfacing,BLVD ON W ALTGELD ST FROM N KIMBALL AVE (3400 W) TO N SAWYER AVE,40381.02
35,2017,Street Resurfacing,SUNNYSIDE AVE ON N CENTRAL PARK AVE FROM W CULLOM AVE (4300 N) TO W,3622.5
35,2017,Street Resurfacing,MONTROSE AVE ON N DRAKE AVE FROM W FULLERTON AVE (2400 N) TO W BELDEN AVE,28056.03
35,2017,Street Speed Hump,AVE ON N DRAKE AVE FROM W WRIGHTWOOD AVE (2600 N) TO W,3700.0
35,2017,Street Speed Hump,SCHUBERT AVE ON N WOODARD ST FROM N MILWAUKEE AVE (2820 N) TO N,3700.0
35,2017,Street Speed Hump,SPAULDING AVE ON W SUNNYSIDE AVE FROM N LAWNDALE AVE (3700 W) TO N HAMLIN,3700.0
35,2017,Street Speed Hump,AVE ON N ST LOUIS AVE FROM W LYNDALE ST (2230 N) TO W BELDEN AVE,3700.0
