ward,year,category,location,cost,_run_id,_success,_lat,_lon,_confidence
31,2017,Alley Apron,2544 N RIDGEWAY AVE,8626.0,ward1_2017_001,True,41.92769994,-87.72101912,0.97
31,2017,Alley Apron,5344 W GEORGE ST,13311.02,ward1_2017_002,True,41.93339049,-87.76072097,0.97
31,2017,Alley Apron,5300 W GEORGE ST,9415.02,ward1_2017_003,True,41.93341751,-87.75914156,0.97
31,2017,Alley Resurfacing,LOCKWOOD AVE,34514.25,ward1_2017_004,True,,,0.0
31,2017,Alley Resurfacing,4324 W PARKER AVE,34602.47,ward1_2017_005,True,41.93102511,-87.73538968,0.97
31,2017,Alley Resurfacing,4628 W SCHUBERT AVE,50110.38,ward1_2017_006,True,41.92975837,-87.74308721,0.97
31,2017,Alley Resurfacing,5123 W NELSON ST,34244.86,ward1_2017_007,True,41.93577844,-87.75508611,0.97
31,2017,Alley Resurfacing,3741 W WRIGHTWOOD AVE,48469.33,ward1_2017_008,True,41.92799998,-87.72112657,0.97
31,2017,Alley Resurfacing,4306 W DRUMMOND PL W SCHOOL ST & N LAVERGNE AVE&W HENDERSON ST & N LAMON,35046.75,ward1_2017_009,True,41.940588348320894,-87.75184577725064,0.95
31,2017,Alley Resurfacing,AVE:4906 W SCHOOL ST,36524.16,ward1_2017_010,True,,,0.0
31,2017,Alley Speed Hump,4404 W FULLERTON AVE,2100.0,ward1_2017_011,True,41.92483535,-87.73701288,0.97
31,2017,Unknown,Bus Pad (2017) 4645 W BELMONT AVE,16534.3,ward1_2017_012,True,,,0.0
31,2017,Unknown,Bus Pad (2017) 2401 N PULASKI RD,42588.72,ward1_2017_013,True,,,0.0
31,2017,Curb & Gutter,5039 W ROSCOE ST,1199.08,ward1_2017_014,True,41.94222152,-87.75343971,0.97
31,2017,Curb & Gutter,4140 W WELLINGTON AVE,6289.85,ward1_2017_015,True,41.93562442,-87.73116248,0.97
31,2017,Curb & Gutter,2825 N KOSTNER AVE,6434.45,ward1_2017_016,True,41.93243989,-87.73653184,0.97
31,2017,Unknown,50/50 Neighborhood Arts Project,10000.0,ward1_2017_017,True,,,0.0
31,2017,Unknown,Ken-Well Park 31st Ward 2945 N KENOSHA AVE,50000.0,ward1_2017_018,True,,,0.0
31,2017,Unknown,Kosciuszko Park 31st Ward W DIVERSEY AVE & N AVERS AVE&W SCHUBERT AVE & N PULASKI RD,50000.0,ward1_2017_019,True,,,0.0
31,2017,Sidewalk,2801-2813 N LECLAIRE AVE,10880.9,ward1_2017_020,True,,,0.0
31,2017,Sidewalk,2322 N TRIPP AVE,3449.4,ward1_2017_021,True,41.92330693,-87.73315189,0.97
31,2017,Sidewalk,4849 W DEMING PL,4325.23,ward1_2017_022,True,41.92677814,-87.7483824,0.97
31,2017,Sidewalk,4116 W OAKDALE AVE,4420.16,ward1_2017_023,True,41.93472513,-87.73025161,0.97
31,2017,Sidewalk,4400 W DEMING PL,9377.44,ward1_2017_024,True,41.92755569,-87.73690287,0.97
31,2017,Sidewalk,4921 W PARKER AVE,10476.67,ward1_2017_025,True,41.93038009,-87.74993059,0.97
31,2017,Sidewalk,4500 W PARKER AVE,22249.48,ward1_2017_026,True,41.93090564,-87.7394191,0.97
31,2017,Sidewalk,4829 W WRIGHTWOOD AVE,1229.28,ward1_2017_027,True,41.92771572,-87.74767708,0.97
31,2017,Sidewalk,4615 W ALTGELD ST,5877.66,ward1_2017_028,True,41.92600759,-87.7423997,0.97
31,2017,Sidewalk,2801-2813 N LECLAIRE AVE,4590.43,ward1_2017_029,True,,,0.0
31,2017,Sidewalk,4829 W WRIGHTWOOD AVE,4709.24,ward1_2017_030,True,41.92771572,-87.74767708,0.97
31,2017,Street Resurfacing,AVE ON N LONG AVE FROM W PARKER AVE (2730 N) TO W DIVERSEY AVE,110254.38,ward1_2017_031,True,,,0.88
31,2017,Street Speed Hump,AVE ON W ALTGELD ST FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE,3700.0,ward1_2017_032,True,,,0.88
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,12000.0,ward1_2017_033,True,41.92843188874737,-87.74154657682938,0.95
31,2017,Viaduct Improvement,W DIVERSEY AVE & N KENTON AVE,6000.0,ward1_2017_034,True,41.93159764178973,-87.74165152975638,0.95
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,4225.0,ward1_2017_035,True,41.92843188874737,-87.74154657682938,0.95
31,2017,Viaduct Improvement,W DIVERSEY AVE & N KENTON AVE,4303.0,ward1_2017_036,True,41.93159764178973,-87.74165152975638,0.95
31,2017,Viaduct Improvement,W WRIGHTWOOD AVE & N KENTON AVE,57619.78,ward1_2017_037,True,41.92843188874737,-87.74154657682938,0.95
