ward,year,category,location,cost
18,2017,Alley Resurfacing,S CAMPBELL AVE & W 76TH ST&S MAPLEWOOD AVE & W 77TH ST,6285.24
18,2017,Alley Resurfacing,S ROCKWELL ST & W 73RD ST&S TALMAN AVE & W 74TH ST,25880.06
18,2017,Unknown,Miscellaneous CDOT Projects (2017) 7231-7233 S WESTERN AVE,8126.85
18,2017,Unknown,Miscellaneous CDOT Projects (2017) ON N KOSTNER AVE FROM W 77TH PL (7720 S) TO W 79TH ST,634.0
18,2017,Unknown,50/50 Neighborhood Arts Program,10000.0
18,2017,Sidewalk,2800-2810 W 81ST ST ON W 84TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500,8485.18
18,2017,Sidewalk,3231-3258 W 82ND ST ON W 82ND ST FROM S CHRISTIANA AVE (3330 W) TO S HOMAN AVE,52210.05
18,2017,Sidewalk,7900-7959 S FAIRFIELD AVE,73409.89
18,2017,Sidewalk,8153 S CENTRAL PARK AVE,3322.34
18,2017,Sidewalk,ON S WESTERN AVE FROM W 73RD ST (7300 S) TO W 74TH ST,39779.29
18,2017,Sidewalk,8234-8236 S TALMAN AVE,7466.49
18,2017,Sidewalk,7231-7233 S WESTERN AVE,23652.55
18,2017,Sidewalk,2840 W 83RD ST,747.16
18,2017,Sidewalk,8224 S TALMAN AVE,1802.69
18,2017,Street Light Upgrade,8222 S RICHMOND ST,500.0
18,2017,Street Resurfacing,ON S KILBOURN AVE FROM W 77TH PL (7710 S) TO W 79TH ST,89098.88
18,2017,Street Resurfacing,ON S WHIPPLE ST FROM W 80TH ST (8000 S) TO W 81ST ST,47170.78
18,2017,Street Resurfacing,ON S CAMPBELL AVE FROM W 81ST ST (8100 S) TO W 82ND ST,50859.8
18,2017,Street Resurfacing,ON S SEELEY AVE FROM W 85TH ST (8500 S) TO W 86TH ST,48429.16
18,2017,Street Resurfacing,ON S OAKLEY AVE FROM W 74TH ST (7400 S) TO W 75TH ST,33765.84
18,2017,Street Resurfacing,ON S ST LOUIS AVE FROM W 80TH ST (8000 S) TO W 81ST ST,19274.67
18,2017,Street Resurfacing,ON S MOZART ST FROM W 71ST ST (7100 S) TO W 72ND ST,49628.89
18,2017,Street Resurfacing,ON S KOLIN AVE FROM W 83RD ST (8300 S) TO W 84TH ST,52969.82
18,2017,Street Resurfacing,AVE,48343.04
18,2017,Street Resurfacing,ON S SAWYER AVE FROM W 82ND ST (8200 S) TO W 83RD ST,52086.46
18,2017,Street Resurfacing,ON S KARLOV AVE FROM W 79TH ST (7870 S) TO W 80TH ST,109128.65
18,2017,Street Resurfacing,ON S KEATING AVE FROM W 81ST ST (8100 S) TO W 82ND ST,50573.55
18,2017,Street Resurfacing,ON S MOZART ST FROM W 79TH ST (7900 S) TO W 80TH ST,51930.24
18,2017,Street Resurfacing,ON S KILDARE AVE FROM W 83RD ST (8300 S) TO W 84TH ST,65885.34
18,2017,Viaduct Improvement,W 79TH ST & S KEDZIE AVE,7595.47
18,2017,Unknown,MENU BUDGET,1320000.0
18,2017,Unknown,WARD COMMITTED 2017 TOTAL,1319999.99
18,2017,Unknown,WARD 2017 BALANCE,0.01
